,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Depth_lag_1,GR_lag_1,ILD_log10_lag_1,DeltaPHI_lag_1,PHIND_lag_1,PE_lag_1,NM_M_lag_1,RELPOS_lag_1,Depth_lead_1,GR_lead_1,ILD_log10_lead_1,DeltaPHI_lead_1,PHIND_lead_1,PE_lead_1,NM_M_lead_1,RELPOS_lead_1,a1,b1,b2,b3,b4,b5,lm,sh,Facies
218,2917.0,27.736,0.411,-3.6,14.1,4.443,2,0.333,0.5,1.444,0.034,-1.3,-0.75,-0.078,0.0,-0.037,-0.5,-2.048,-0.071,-0.5,2.25,0.096,0.0,0.037,0,0,1,0,0,0,1,0,8.0
219,2917.5,29.784,0.482,-3.1,11.85,4.347,2,0.296,0.5,2.048,0.071,0.5,-2.25,-0.096,0.0,-0.037,-0.5,-1.257,-0.096,-0.9,2.45,-0.069,0.0,0.037,0,0,1,0,0,0,1,0,8.0
220,2918.0,31.041,0.578,-2.2,9.4,4.416,2,0.259,0.5,1.257,0.096,0.9,-2.45,0.069,0.0,-0.037,-0.5,0.204,-0.105,-1.8,2.0,0.022,0.0,0.037,0,0,1,0,0,0,1,0,8.0
221,2918.5,30.837,0.683,-0.4,7.4,4.394,2,0.222,0.5,-0.204,0.105,1.8,-2.0,-0.022,0.0,-0.037,-0.5,-1.803,-0.124,-1.4,1.8,0.051,0.0,0.037,0,0,1,0,0,0,1,0,8.0
222,2919.0,32.64,0.807,1.0,5.6,4.343,2,0.185,0.5,1.803,0.124,1.4,-1.8,-0.051,0.0,-0.037,-0.5,-0.931,-0.135,-0.6,1.1,0.257,0.0,0.037,0,0,1,0,0,0,1,0,8.0
223,2919.5,33.571,0.942,1.6,4.5,4.086,2,0.148,0.5,0.931,0.135,0.6,-1.1,-0.257,0.0,-0.037,-0.5,-5.989,-0.061,-0.3,-0.05,0.275,0.0,0.037,0,0,1,0,0,0,1,0,6.0
224,2920.0,39.56,1.003,1.9,4.55,3.811,2,0.111,0.5,5.989,0.061,0.3,0.05,-0.275,0.0,-0.037,-0.5,-7.915,0.072,0.4,-1.6,0.186,0.0,0.037,0,0,1,0,0,0,1,0,6.0
225,2920.5,47.475,0.931,1.5,6.15,3.625,2,0.074,0.5,7.915,-0.072,-0.4,1.6,-0.186,0.0,-0.037,-0.5,-8.968,0.11,-0.8,-1.9,0.232,0.0,0.037,0,0,1,0,0,0,1,0,6.0
226,2921.0,56.443,0.821,2.3,8.05,3.393,2,0.037,0.5,8.968,-0.11,0.8,1.9,-0.232,0.0,-0.037,-0.5,-8.356,0.07,-1.1,-1.55,0.273,1.0,-0.963,0,0,1,0,0,0,1,0,6.0
227,2921.5,64.799,0.751,3.4,9.6,3.12,1,1.0,0.5,8.356,-0.07,1.1,1.55,-0.273,-1.0,0.963,-0.5,-4.921,0.04,0.4,-2.8,0.09,0.0,0.05,0,0,0,1,0,0,0,1,2.0
228,2922.0,69.72,0.711,3.0,12.4,3.03,1,0.95,0.5,4.921,-0.04,-0.4,2.8,-0.09,0.0,-0.05,-0.5,-2.791,0.074,-0.5,-3.95,0.046,0.0,0.05,0,0,0,1,0,0,0,1,2.0
229,2922.5,72.511,0.637,3.5,16.35,2.984,1,0.9,0.5,2.791,-0.074,0.5,3.95,-0.046,0.0,-0.05,-0.5,-2.187,0.112,-1.9,-4.45,0.069,0.0,0.05,0,0,0,1,0,0,0,1,2.0
230,2923.0,74.698,0.525,5.4,20.8,2.915,1,0.85,0.5,2.187,-0.112,1.9,4.45,-0.069,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,3.0
231,2923.5,74.698,0.525,5.4,20.8,2.915,1,0.85,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.273,0.067,0.2,-0.8,-0.005,0.0,0.05,0,0,0,1,0,0,0,1,3.0
232,2924.0,73.425,0.458,5.2,21.6,2.92,1,0.8,0.5,-1.273,-0.067,-0.2,0.8,0.005,0.0,-0.05,-0.5,2.097,-0.028,2.1,4.25,-0.075,0.0,0.05,0,0,0,1,0,0,0,1,3.0
233,2924.5,71.328,0.486,3.1,17.35,2.995,1,0.75,0.5,-2.097,0.028,-2.1,-4.25,0.075,0.0,-0.05,-0.5,2.391,-0.101,-1.0,4.1,-0.127,0.0,0.05,0,0,0,1,0,0,0,1,3.0
234,2925.0,68.937,0.587,4.1,13.25,3.122,1,0.7,0.5,-2.391,0.101,1.0,-4.1,0.127,0.0,-0.05,-0.5,2.375,-0.084,2.8,0.0,-0.121,0.0,0.05,0,0,0,1,0,0,0,1,2.0
235,2925.5,66.562,0.671,1.3,13.25,3.243,1,0.65,0.5,-2.375,0.084,-2.8,0.0,0.121,0.0,-0.05,-0.5,1.926,0.008,-1.9,-0.05,-0.081,0.0,0.05,0,0,0,1,0,0,0,1,2.0
236,2926.0,64.636,0.663,3.2,13.3,3.324,1,0.6,0.5,-1.926,-0.008,1.9,0.05,0.081,0.0,-0.05,-0.5,-1.983,0.038,-0.8,-0.3,-0.006,0.0,0.05,0,0,0,1,0,0,0,1,2.0
237,2926.5,66.619,0.625,4.0,13.6,3.33,1,0.55,0.5,1.983,-0.038,0.8,0.3,0.006,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,2.0
238,2927.0,66.619,0.625,4.0,13.6,3.33,1,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.995,-0.01,0.8,1.2,0.021,0.0,0.05,0,0,0,1,0,0,0,1,2.0
239,2927.5,65.624,0.635,3.2,12.4,3.309,1,0.5,0.5,-0.995,0.01,-0.8,-1.2,-0.021,0.0,-0.05,-0.5,0.302,-0.045,-0.1,2.75,-0.006,0.0,0.05,0,0,0,1,0,0,0,1,2.0
240,2928.0,65.322,0.68,3.3,9.65,3.315,1,0.45,0.5,-0.302,0.045,0.1,-2.75,0.006,0.0,-0.05,-0.5,-1.713,-0.027,0.9,1.05,0.083,0.0,0.05,0,0,0,1,0,0,0,1,2.0
241,2928.5,67.035,0.707,2.4,8.6,3.232,1,0.4,0.5,1.713,0.027,-0.9,-1.05,-0.083,0.0,-0.05,-0.5,-1.159,0.014,-0.6,-0.2,0.075,0.0,0.05,0,0,0,1,0,0,0,1,2.0
242,2929.0,68.194,0.693,3.0,8.8,3.157,1,0.35,0.5,1.159,-0.014,0.6,0.2,-0.075,0.0,-0.05,-0.5,-0.955,0.047,0.0,-1.6,0.123,0.0,0.05,0,0,0,1,0,0,0,1,2.0
243,2929.5,69.149,0.646,3.0,10.4,3.034,1,0.3,0.5,0.955,-0.047,0.0,1.6,-0.123,0.0,-0.05,-0.5,-3.052,0.058,-0.2,-2.8,-0.018,0.0,0.05,0,0,0,1,0,0,0,1,2.0
244,2930.0,72.201,0.588,3.2,13.2,3.052,1,0.25,0.5,3.052,-0.058,0.2,2.8,0.018,0.0,-0.05,-0.5,-1.575,0.046,-1.2,-2.8,-0.08,0.0,0.05,0,0,0,1,0,0,0,1,2.0
245,2930.5,73.776,0.542,4.4,16.0,3.132,1,0.2,0.5,1.575,-0.046,1.2,2.8,0.08,0.0,-0.05,-0.5,1.167,0.017,-1.1,-1.55,-0.178,0.0,0.05,0,0,0,1,0,0,0,1,2.0
246,2931.0,72.609,0.525,5.5,17.55,3.31,1,0.15,0.5,-1.167,-0.017,1.1,1.55,0.178,0.0,-0.05,-0.5,5.745,-0.025,0.2,1.0,-0.315,0.0,0.05,0,0,0,1,0,0,0,1,3.0
247,2931.5,66.864,0.55,5.3,16.55,3.625,1,0.1,0.5,-5.745,0.025,-0.2,-1.0,0.315,0.0,-0.05,-0.5,13.162,-0.07,-0.4,2.8,-0.378,0.0,0.05,0,0,0,1,0,0,0,1,2.0
248,2932.0,53.702,0.62,5.7,13.75,4.003,1,0.05,0.5,-13.162,0.07,0.4,-2.8,0.378,0.0,-0.05,-0.5,13.228,-0.093,1.0,2.6,-0.275,-1.0,-0.95,0,0,0,1,0,0,0,1,3.0
249,2932.5,40.474,0.713,4.7,11.15,4.278,2,1.0,0.5,-13.228,0.093,-1.0,-2.6,0.275,1.0,0.95,-0.5,12.354,-0.061,2.5,0.65,-0.259,0.0,0.1,0,0,0,1,0,0,1,0,8.0
250,2933.0,28.12,0.774,2.2,10.5,4.537,2,0.9,0.5,-12.354,0.061,-2.5,-0.65,0.259,0.0,-0.1,-0.5,7.907,0.005,3.3,-0.45,-0.145,0.0,0.1,0,0,0,1,0,0,1,0,8.0
251,2933.5,20.213,0.769,-1.1,10.95,4.682,2,0.8,0.5,-7.907,-0.005,-3.3,0.45,0.145,0.0,-0.1,-0.5,1.02,0.037,-0.1,-0.15,0.136,0.0,0.1,0,0,0,1,0,0,1,0,8.0
252,2934.0,19.193,0.732,-1.0,11.1,4.546,2,0.7,0.5,-1.02,-0.037,0.1,0.15,-0.136,0.0,-0.1,-0.5,-1.256,0.033,-0.3,0.45,0.16,0.0,0.1,0,0,0,1,0,0,1,0,8.0
253,2934.5,20.449,0.699,-0.7,10.65,4.386,2,0.6,0.5,1.256,-0.033,0.3,-0.45,-0.16,0.0,-0.1,-0.5,-0.906,0.02,-0.6,0.7,0.106,0.0,0.1,0,0,0,1,0,0,1,0,8.0
254,2935.0,21.355,0.679,-0.1,9.95,4.28,2,0.5,0.5,0.906,-0.02,0.6,-0.7,-0.106,0.0,-0.1,-0.5,-0.286,0.011,-1.4,1.0,0.059,0.0,0.1,0,0,0,1,0,0,1,0,8.0
255,2935.5,21.641,0.668,1.3,8.95,4.221,2,0.4,0.5,0.286,-0.011,1.4,-1.0,-0.059,0.0,-0.1,-0.5,-2.562,0.015,-1.3,0.65,0.122,0.0,0.1,0,0,0,1,0,0,1,0,8.0
256,2936.0,24.203,0.653,2.6,8.3,4.099,2,0.3,0.5,2.562,-0.015,1.3,-0.65,-0.122,0.0,-0.1,-0.5,-10.371,0.04,0.2,-0.7,0.439,0.0,0.1,0,0,0,1,0,0,1,0,8.0
257,2936.5,34.574,0.613,2.4,9.0,3.66,2,0.2,0.5,10.371,-0.04,-0.2,0.7,-0.439,0.0,-0.1,-0.5,-10.657,0.065,0.1,-1.45,0.164,0.0,0.1,0,0,0,1,0,0,1,0,8.0
258,2937.0,45.231,0.548,2.3,10.45,3.496,2,0.1,0.5,10.657,-0.065,-0.1,1.45,-0.164,0.0,-0.1,-0.5,-11.196,0.05,-0.6,-0.9,0.158,1.0,-0.9,0,0,0,1,0,0,1,0,6.0
259,2937.5,56.427,0.498,2.9,11.35,3.338,1,1.0,0.5,11.196,-0.05,0.6,0.9,-0.158,-1.0,0.9,-0.5,-10.633,-0.006,1.2,-0.3,0.203,0.0,0.056,0,0,0,0,1,0,0,1,2.0
260,2938.0,67.06,0.504,1.7,11.65,3.135,1,0.944,0.5,10.633,0.006,-1.2,0.3,-0.203,0.0,-0.056,-0.5,-3.778,-0.054,-0.3,0.85,0.123,0.0,0.055,0,0,0,0,1,0,0,1,2.0
261,2938.5,70.838,0.558,2.0,10.8,3.012,1,0.889,0.5,3.778,0.054,0.3,-0.85,-0.123,0.0,-0.055,-0.5,0.906,-0.054,-1.3,0.75,-0.054,0.0,0.056,0,0,0,0,1,0,0,1,2.0
262,2939.0,69.932,0.612,3.3,10.05,3.066,1,0.833,0.5,-0.906,0.054,1.3,-0.75,0.054,0.0,-0.056,-0.5,-4.594,-0.021,-0.8,-0.2,-0.043,0.0,0.055,0,0,0,0,1,0,0,1,2.0
263,2939.5,74.526,0.633,4.1,10.25,3.109,1,0.778,0.5,4.594,0.021,0.8,0.2,0.043,0.0,-0.055,-0.5,-3.085,0.007,-0.9,-0.75,0.046,0.0,0.056,0,0,0,0,1,0,0,1,2.0
264,2940.0,77.611,0.626,5.0,11.0,3.063,1,0.722,0.5,3.085,-0.007,0.9,0.75,-0.046,0.0,-0.056,-0.5,-0.979,0.021,-0.9,-0.55,-0.029,0.0,0.055,0,0,0,0,1,0,0,1,2.0
265,2940.5,78.59,0.605,5.9,11.55,3.092,1,0.667,0.5,0.979,-0.021,0.9,0.55,0.029,0.0,-0.055,-0.5,1.861,0.014,0.2,-0.4,0.041,0.0,0.056,0,0,0,0,1,0,0,1,2.0
266,2941.0,76.729,0.591,5.7,11.95,3.051,1,0.611,0.5,-1.861,-0.014,-0.2,0.4,-0.041,0.0,-0.056,-0.5,2.619,-0.017,2.0,1.0,-0.019,0.0,0.055,0,0,0,0,1,0,0,1,2.0
267,2941.5,74.11,0.608,3.7,10.95,3.07,1,0.556,0.5,-2.619,0.017,-2.0,-1.0,0.019,0.0,-0.055,-0.5,7.703,-0.045,1.5,1.35,0.073,0.0,0.056,0,0,0,0,1,0,0,1,2.0
268,2942.0,66.407,0.653,2.2,9.6,2.997,1,0.5,0.5,-7.703,0.045,-1.5,-1.35,-0.073,0.0,-0.056,-0.5,2.326,-0.04,0.8,1.0,-0.096,0.0,0.056,0,0,0,0,1,0,0,1,2.0
269,2942.5,64.081,0.693,1.4,8.6,3.093,1,0.444,0.5,-2.326,0.04,-0.8,-1.0,0.096,0.0,-0.056,-0.5,-1.804,-0.012,0.5,0.05,-0.013,0.0,0.055,0,0,0,0,1,0,0,1,2.0
270,2943.0,65.885,0.705,0.9,8.55,3.106,1,0.389,0.5,1.804,0.012,-0.5,-0.05,0.013,0.0,-0.055,-0.5,-4.414,0.009,-0.5,-0.45,0.021,0.0,0.056,0,0,0,0,1,0,0,1,2.0
271,2943.5,70.299,0.696,1.4,9.0,3.085,1,0.333,0.5,4.414,-0.009,0.5,0.45,-0.021,0.0,-0.056,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,2.0
272,2944.0,70.299,0.696,1.4,9.0,3.085,1,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-4.252,0.019,-1.7,-0.65,0.019,0.0,0.055,0,0,0,0,1,0,0,1,2.0
273,2944.5,74.551,0.677,3.1,9.65,3.066,1,0.278,0.5,4.252,-0.019,1.7,0.65,-0.019,0.0,-0.055,-0.5,-5.108,0.034,-0.3,-2.85,0.164,0.0,0.056,0,0,0,0,1,0,0,1,2.0
274,2945.0,79.659,0.643,3.4,12.5,2.902,1,0.222,0.5,5.108,-0.034,0.3,2.85,-0.164,0.0,-0.056,-0.5,-0.743,0.07,6.2,-6.8,-0.08,0.0,0.055,0,0,0,0,1,0,0,1,2.0
275,2945.5,80.402,0.573,-2.8,19.3,2.982,1,0.167,0.5,0.743,-0.07,-6.2,6.8,0.08,0.0,-0.055,-0.5,5.753,0.09,-2.3,-4.65,-0.158,0.0,0.056,0,0,0,0,1,0,0,1,3.0
276,2946.0,74.649,0.483,-0.5,23.95,3.14,1,0.111,0.5,-5.753,-0.09,2.3,4.65,0.158,0.0,-0.056,-0.5,11.22,0.022,-0.7,-0.25,-0.254,0.0,0.055,0,0,0,0,1,0,0,1,3.0
277,2946.5,63.429,0.461,0.2,24.2,3.394,1,0.056,0.5,-11.22,-0.022,0.7,0.25,0.254,0.0,-0.055,-0.5,15.513,-0.137,7.8,5.3,-0.368,-1.0,-0.944,0,0,0,0,1,0,0,1,3.0
278,2947.0,47.916,0.598,-7.6,18.9,3.762,2,1.0,0.5,-15.513,0.137,-7.8,-5.3,0.368,1.0,0.944,-0.5,15.447,-0.314,-6.2,9.1,-0.552,0.0,0.071,0,0,0,0,1,0,1,0,8.0
279,2947.5,32.469,0.912,-1.4,9.8,4.314,2,0.929,0.5,-15.447,0.314,6.2,-9.1,0.552,0.0,-0.071,-0.5,11.751,-0.31,1.5,1.95,-0.549,0.0,0.072,0,0,0,0,1,0,1,0,8.0
280,2948.0,20.718,1.222,-2.9,7.85,4.863,2,0.857,0.5,-11.751,0.31,-1.5,-1.95,0.549,0.0,-0.072,-0.5,5.703,-0.011,-1.3,1.45,0.05,0.0,0.071,0,0,0,0,1,0,1,0,8.0
281,2948.5,15.015,1.233,-1.6,6.4,4.813,2,0.786,0.5,-5.703,0.011,1.3,-1.45,-0.05,0.0,-0.071,-0.5,0.931,0.149,-0.5,-0.15,0.169,0.0,0.072,0,0,0,0,1,0,1,0,8.0
282,2949.0,14.084,1.084,-1.1,6.55,4.644,2,0.714,0.5,-0.931,-0.149,0.5,0.15,-0.169,0.0,-0.072,-0.5,-1.853,0.122,-0.7,-0.85,0.01,0.0,0.071,0,0,0,0,1,0,1,0,8.0
283,2949.5,15.937,0.962,-0.4,7.4,4.634,2,0.643,0.5,1.853,-0.122,0.7,0.85,-0.01,0.0,-0.071,-0.5,-3.411,0.061,0.6,-0.5,0.089,0.0,0.072,0,0,0,0,1,0,1,0,8.0
284,2950.0,19.348,0.901,-1.0,7.9,4.545,2,0.571,0.5,3.411,-0.061,-0.6,0.5,-0.089,0.0,-0.072,-0.5,-2.121,-0.005,0.1,1.15,-0.031,0.0,0.071,0,0,0,0,1,0,1,0,8.0
285,2950.5,21.469,0.906,-1.1,6.75,4.576,2,0.5,0.5,2.121,0.005,-0.1,-1.15,0.031,0.0,-0.071,-0.5,-1.118,-0.063,0.3,1.25,0.049,0.0,0.071,0,0,0,0,1,0,1,0,8.0
286,2951.0,22.587,0.969,-1.4,5.5,4.527,2,0.429,0.5,1.118,0.063,-0.3,-1.25,-0.049,0.0,-0.071,-0.5,-3.134,-0.11,-0.5,1.05,0.015,0.0,0.072,0,0,0,0,1,0,1,0,8.0
287,2951.5,25.721,1.079,-0.9,4.45,4.512,2,0.357,0.5,3.134,0.11,0.5,-1.05,-0.015,0.0,-0.072,-0.5,-3.729,-0.121,-0.9,0.45,0.075,0.0,0.071,0,0,0,0,1,0,1,0,8.0
288,2952.0,29.45,1.2,0.0,4.0,4.437,2,0.286,0.5,3.729,0.121,0.9,-0.45,-0.075,0.0,-0.071,-0.5,-6.863,0.031,3.3,-2.95,0.467,0.0,0.072,0,0,0,0,1,0,1,0,8.0
289,2952.5,36.313,1.169,-3.3,6.95,3.97,2,0.214,0.5,6.863,-0.031,-3.3,2.95,-0.467,0.0,-0.072,-0.5,-13.178,0.26,5.6,-6.9,0.275,0.0,0.071,0,0,0,0,1,0,1,0,6.0
290,2953.0,49.491,0.909,-8.9,13.85,3.695,2,0.143,0.5,13.178,-0.26,-5.6,6.9,-0.275,0.0,-0.071,-0.5,-19.731,0.44,-2.9,-14.05,0.344,1.0,-0.857,0,0,0,0,1,0,1,0,6.0
291,2953.5,69.222,0.469,-6.0,27.9,3.351,1,1.0,0.5,19.731,-0.44,2.9,14.05,-0.344,-1.0,0.857,-0.5,-1.746,0.025,-3.5,-0.95,-0.139,0.0,0.25,0,0,0,0,0,1,0,1,3.0
292,2954.0,70.968,0.444,-2.5,28.85,3.49,1,0.75,0.5,1.746,-0.025,3.5,0.95,0.139,0.0,-0.25,-0.5,5.589,-0.057,-2.2,6.1,-0.41,0.0,0.25,0,0,0,0,0,1,0,1,3.0
293,2954.5,65.379,0.501,-0.3,22.75,3.9,1,0.5,0.5,-5.589,0.057,2.2,-6.1,0.41,0.0,-0.25,-0.5,11.286,-0.059,0.2,6.0,-0.226,0.0,0.25,0,0,0,0,0,1,0,1,3.0
294,2955.0,54.093,0.56,-0.5,16.75,4.126,1,0.25,0.5,-11.286,0.059,-0.2,-6.0,0.226,0.0,-0.25,-0.5,12.46,0.019,-4.4,5.2,-0.356,-1.0,-0.75,0,0,0,0,0,1,0,1,3.0
295,2955.5,41.633,0.541,3.9,11.55,4.482,2,1.0,0.5,-12.46,-0.019,4.4,-5.2,0.356,1.0,0.75,-0.5,7.989,0.102,0.1,-0.15,-0.225,0.0,0.024,0,0,0,0,0,1,1,0,8.0
296,2956.0,33.644,0.439,3.8,11.7,4.707,2,0.976,0.5,-7.989,-0.102,-0.1,0.15,0.225,0.0,-0.024,-0.5,4.667,0.118,2.5,-2.75,0.26,0.0,0.025,0,0,0,0,0,1,1,0,8.0
297,2956.5,28.977,0.321,1.3,14.45,4.447,2,0.951,0.5,-4.667,-0.118,-2.5,2.75,-0.26,0.0,-0.025,-0.5,4.366,0.089,2.4,-2.8,-0.034,0.0,0.024,0,0,0,0,0,1,1,0,8.0
298,2957.0,24.611,0.232,-1.1,17.25,4.481,2,0.927,0.5,-4.366,-0.089,-2.4,2.8,0.034,0.0,-0.024,-0.5,0.457,0.048,1.8,-2.4,0.154,0.0,0.025,0,0,0,0,0,1,1,0,8.0
299,2957.5,24.154,0.184,-2.9,19.65,4.327,2,0.902,0.5,-0.457,-0.048,-1.8,2.4,-0.154,0.0,-0.025,-0.5,-1.485,0.011,-0.5,-0.85,0.025,0.0,0.024,0,0,0,0,0,1,1,0,8.0
300,2958.0,25.639,0.173,-2.4,20.5,4.302,2,0.878,0.5,1.485,-0.011,0.5,0.85,-0.025,0.0,-0.024,-0.5,-0.318,-0.018,0.0,0.6,0.008,0.0,0.024,0,0,0,0,0,1,1,0,8.0
301,2958.5,25.957,0.191,-2.4,19.9,4.294,2,0.854,0.5,0.318,0.018,0.0,-0.6,-0.008,0.0,-0.024,-0.5,-13.008,-0.075,-0.3,2.85,0.066,0.0,0.049,0,0,0,0,0,1,1,0,8.0
302,2959.0,38.965,0.266,-2.1,17.05,4.228,2,0.805,0.5,13.008,0.075,0.3,-2.85,-0.066,0.0,-0.049,-0.5,-6.389,-0.035,-2.3,2.25,0.101,0.0,0.025,0,0,0,0,0,1,1,0,8.0
303,2959.5,45.354,0.301,0.2,14.8,4.127,2,0.78,0.5,6.389,0.035,2.3,-2.25,-0.101,0.0,-0.025,-0.5,-8.291,-0.026,-2.4,2.2,0.219,0.0,0.024,0,0,0,0,0,1,1,0,8.0
304,2960.0,53.645,0.327,2.6,12.6,3.908,2,0.756,0.5,8.291,0.026,2.4,-2.2,-0.219,0.0,-0.024,-0.5,-6.519,-0.011,-1.2,0.4,0.168,0.0,0.024,0,0,0,0,0,1,1,0,8.0
305,2960.5,60.164,0.338,3.8,12.2,3.74,2,0.732,0.5,6.519,0.011,1.2,-0.4,-0.168,0.0,-0.024,-0.5,-3.868,0.004,-1.7,-0.95,0.202,0.0,0.025,0,0,0,0,0,1,1,0,7.0
306,2961.0,64.032,0.334,5.5,13.15,3.538,2,0.707,0.5,3.868,-0.004,1.7,0.95,-0.202,0.0,-0.025,-0.5,-2.742,0.011,-2.4,-1.6,-0.02,0.0,0.024,0,0,0,0,0,1,1,0,7.0
307,2961.5,66.774,0.323,7.9,14.75,3.558,2,0.683,0.5,2.742,-0.011,2.4,1.6,0.02,0.0,-0.024,-0.5,-1.649,0.01,-0.2,-1.0,0.082,0.0,0.024,0,0,0,0,0,1,1,0,7.0
308,2962.0,68.423,0.313,8.1,15.75,3.476,2,0.659,0.5,1.649,-0.01,0.2,1.0,-0.082,0.0,-0.024,-0.5,4.921,-0.005,2.0,1.0,-0.206,0.0,0.025,0,0,0,0,0,1,1,0,7.0
309,2962.5,63.502,0.318,6.1,14.75,3.682,2,0.634,0.5,-4.921,0.005,-2.0,-1.0,0.206,0.0,-0.025,-0.5,5.598,-0.031,3.3,1.85,-0.255,0.0,0.024,0,0,0,0,0,1,1,0,7.0
310,2963.0,57.904,0.349,2.8,12.9,3.937,2,0.61,0.5,-5.598,0.031,-3.3,-1.85,0.255,0.0,-0.024,-0.5,4.969,-0.066,0.5,2.65,-0.196,0.0,0.025,0,0,0,0,0,1,1,0,8.0
311,2963.5,52.935,0.415,2.3,10.25,4.133,2,0.585,0.5,-4.969,0.066,-0.5,-2.65,0.196,0.0,-0.025,-0.5,7.81,-0.092,0.0,1.8,-0.115,0.0,0.024,0,0,0,0,0,1,1,0,8.0
312,2964.0,45.125,0.507,2.3,8.45,4.248,2,0.561,0.5,-7.81,0.092,0.0,-1.8,0.115,0.0,-0.024,-0.5,5.198,-0.098,-1.2,1.7,-0.22,0.0,0.024,0,0,0,0,0,1,1,0,8.0
313,2964.5,39.927,0.605,3.5,6.75,4.468,2,0.537,0.5,-5.198,0.098,1.2,-1.7,0.22,0.0,-0.024,-0.5,3.712,-0.098,1.1,0.75,-0.107,0.0,0.025,0,0,0,0,0,1,1,0,8.0
314,2965.0,36.215,0.703,2.4,6.0,4.575,2,0.512,0.5,-3.712,0.098,-1.1,-0.75,0.107,0.0,-0.025,-0.5,4.962,-0.084,0.1,1.55,0.018,0.0,0.024,0,0,0,0,0,1,1,0,8.0
315,2965.5,31.253,0.787,2.3,4.45,4.557,2,0.488,0.5,-4.962,0.084,-0.1,-1.55,-0.018,0.0,-0.024,-0.5,2.807,-0.045,0.1,1.05,-0.016,0.0,0.025,0,0,0,0,0,1,1,0,8.0
316,2966.0,28.446,0.832,2.2,3.4,4.573,2,0.463,0.5,-2.807,0.045,-0.1,-1.05,0.016,0.0,-0.025,-0.5,1.15,0.011,1.0,-1.0,-0.217,0.0,0.024,0,0,0,0,0,1,1,0,8.0
317,2966.5,27.296,0.821,1.2,4.4,4.79,2,0.439,0.5,-1.15,-0.011,-1.0,1.0,0.217,0.0,-0.024,-0.5,-1.648,0.066,1.6,-2.9,-0.097,0.0,0.024,0,0,0,0,0,1,1,0,8.0
318,2967.0,28.944,0.755,-0.4,7.3,4.887,2,0.415,0.5,1.648,-0.066,-1.6,2.9,0.097,0.0,-0.024,-0.5,-2.652,0.096,1.2,-3.7,0.063,0.0,0.025,0,0,0,0,0,1,1,0,6.0
319,2967.5,31.596,0.659,-1.6,11.0,4.824,2,0.39,0.5,2.652,-0.096,-1.2,3.7,-0.063,0.0,-0.025,-0.5,-1.616,0.085,1.5,-3.45,0.059,0.0,0.024,0,0,0,0,0,1,1,0,8.0
320,2968.0,33.212,0.574,-3.1,14.45,4.765,2,0.366,0.5,1.616,-0.085,-1.5,3.45,-0.059,0.0,-0.024,-0.5,-1.477,0.057,-0.1,-1.95,-0.001,0.0,0.025,0,0,0,0,0,1,1,0,9.0
321,2968.5,34.689,0.517,-3.0,16.4,4.766,2,0.341,0.5,1.477,-0.057,0.1,1.95,0.001,0.0,-0.025,-0.5,-4.577,0.024,-1.1,0.25,0.061,0.0,0.024,0,0,0,0,0,1,1,0,9.0
322,2969.0,39.266,0.493,-1.9,16.15,4.705,2,0.317,0.5,4.577,-0.024,1.1,-0.25,-0.061,0.0,-0.024,-0.5,-10.837,-0.006,0.1,1.55,0.252,0.0,0.024,0,0,0,0,0,1,1,0,9.0
323,2969.5,50.103,0.499,-2.0,14.6,4.453,2,0.293,0.5,10.837,0.006,-0.1,-1.55,-0.252,0.0,-0.024,-0.5,-15.064,-0.026,-0.4,1.5,0.087,0.0,0.025,0,0,0,0,0,1,1,0,8.0
324,2970.0,65.167,0.525,-1.6,13.1,4.366,2,0.268,0.5,15.064,0.026,0.4,-1.5,-0.087,0.0,-0.025,-0.5,-11.269,-0.032,-1.0,1.4,0.077,0.0,0.024,0,0,0,0,0,1,1,0,8.0
325,2970.5,76.436,0.557,-0.6,11.7,4.289,2,0.244,0.5,11.269,0.032,1.0,-1.4,-0.077,0.0,-0.024,-0.5,-16.45,-0.071,-0.4,2.3,0.017,0.0,0.049,0,0,0,0,0,1,1,0,8.0
326,2971.0,92.886,0.628,-0.2,9.4,4.272,2,0.195,0.5,16.45,0.071,0.4,-2.3,-0.017,0.0,-0.049,-0.5,-6.757,-0.055,0.1,1.45,-0.123,0.0,0.024,0,0,0,0,0,1,1,0,8.0
327,2971.5,99.643,0.683,-0.3,7.95,4.395,2,0.171,0.5,6.757,0.055,-0.1,-1.45,0.123,0.0,-0.024,-0.5,-1.942,-0.074,-0.3,1.45,-0.115,0.0,0.025,0,0,0,0,0,1,1,0,6.0
