,Formation,FormationSH,FormationNum,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,rollavg_PE,grad_PE,rollavg_GR,grad_GR,rollavg_PHIND,grad_PHIND,rollavg_ILD_log10,grad_ILD_log10,rollavg_DeltaPHI,grad_DeltaPHI,Facies
405,C LM,0,13,STUART,3010.5,30.878,0.795,0.7,9.55,3.359,2,0.769,3.8594666666666644,0.04899999999999993,27.50130000000005,1.4360000000000035,9.85,-0.25,0.6431999999999999,0.039000000000000146,1.3599999999999945,-0.7,6
406,C LM,0,13,STUART,3011.0,32.150999999999996,0.8320000000000001,0.1,9.35,3.409,2,0.7609999999999999,3.810999999999998,0.04999999999999982,28.13290000000005,1.2729999999999961,9.858333333333333,-0.20000000000000107,0.6432666666666667,0.03700000000000003,1.2633333333333279,-0.6,6
407,C LM,0,13,STUART,3011.5,33.677,0.856,0.4,9.1,3.417,2,0.754,3.7574333333333314,0.008000000000000007,28.830066666666713,1.5260000000000034,9.865000000000002,-0.25,0.6462333333333333,0.02399999999999991,1.2099999999999944,0.30000000000000004,6
408,C LM,0,13,STUART,3012.0,33.701,0.872,1.1,8.95,3.444,2,0.746,3.718366666666665,0.027000000000000135,29.458666666666716,0.02400000000000091,9.856666666666667,-0.15000000000000036,0.6518999999999999,0.016000000000000014,1.1866666666666612,0.7000000000000001,6
409,C LM,0,13,STUART,3012.5,35.105,0.889,1.5,8.75,3.466,2,0.7390000000000001,3.694833333333331,0.02200000000000024,29.99260000000005,1.4039999999999964,9.80166666666667,-0.1999999999999993,0.6600666666666667,0.017000000000000015,1.223333333333328,0.3999999999999999,6
410,C LM,0,13,STUART,3013.0,37.104,0.914,1.6,8.6,3.49,2,0.731,3.672099999999998,0.02400000000000002,30.59316666666672,1.9990000000000023,9.74166666666667,-0.15000000000000036,0.6690666666666668,0.025000000000000022,1.263333333333328,0.10000000000000009,6
411,C LM,0,13,STUART,3013.5,37.349000000000004,0.9390000000000001,2.1,7.95,3.418,2,0.7240000000000001,3.6536999999999984,-0.07200000000000006,30.997900000000055,0.24500000000000455,9.650000000000004,-0.6499999999999995,0.6803333333333335,0.025000000000000022,1.339999999999995,0.5,6
412,C LM,0,13,STUART,3014.0,37.936,0.9520000000000001,2.4,7.7,3.5039999999999996,2,0.716,3.639399999999998,0.08599999999999941,31.329200000000057,0.5869999999999962,9.565000000000003,-0.25,0.6925000000000002,0.013000000000000012,1.3833333333333282,0.2999999999999998,6
413,C LM,0,13,STUART,3014.5,39.086999999999996,0.953,2.1,7.75,3.511,2,0.7090000000000001,3.6272666666666646,0.007000000000000561,31.67136666666672,1.1509999999999962,9.490000000000004,0.04999999999999982,0.7042000000000002,0.0009999999999998899,1.3799999999999948,-0.2999999999999998,6
414,C LM,0,13,STUART,3015.0,38.059,0.951,1.7,7.55,3.55,2,0.701,3.613299999999998,0.0389999999999997,31.98606666666672,-1.0279999999999987,9.39666666666667,-0.20000000000000018,0.7151666666666668,-0.0020000000000000018,1.3733333333333282,-0.40000000000000013,6
415,C LM,0,13,STUART,3015.5,37.202,0.9520000000000001,2.2,7.3,3.603,2,0.6940000000000001,3.5961333333333316,0.05300000000000038,32.398966666666716,-0.8569999999999993,9.268333333333338,-0.25,0.7265000000000003,0.001000000000000112,1.4233333333333282,0.5000000000000002,6
416,C LM,0,13,STUART,3016.0,37.218,0.951,1.8,7.5,3.675,2,0.687,3.577199999999998,0.07199999999999962,32.860533333333386,0.016000000000005343,9.125000000000004,0.20000000000000018,0.7390333333333337,-0.001000000000000112,1.4766666666666615,-0.40000000000000013,6
417,C LM,0,13,STUART,3016.5,37.781,0.9490000000000001,1.4,7.6,3.741,2,0.679,3.5620333333333316,0.06600000000000028,33.35150000000005,0.5629999999999953,8.96666666666667,0.09999999999999964,0.7526000000000004,-0.0019999999999998908,1.5199999999999947,-0.40000000000000013,6
418,C LM,0,13,STUART,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,3.546799999999998,-0.006000000000000227,33.920000000000044,2.3830000000000027,8.806666666666672,-0.25,0.7668000000000004,-0.001000000000000112,1.573333333333328,0.10000000000000009,6
419,C LM,0,13,STUART,3017.5,40.955999999999996,0.95,1.6,7.3,3.747,2,0.664,3.539099999999998,0.01200000000000001,34.48060000000005,0.7919999999999945,8.648333333333339,-0.04999999999999982,0.7814333333333338,0.0020000000000000018,1.6366666666666612,0.10000000000000009,6
420,C LM,0,13,STUART,3018.0,41.013000000000005,0.9520000000000001,1.5,7.25,3.64,2,0.657,3.5279333333333316,-0.10699999999999976,35.03276666666671,0.057000000000009265,8.498333333333338,-0.04999999999999982,0.7961333333333338,0.002000000000000113,1.6899999999999946,-0.10000000000000009,6
421,C LM,0,13,STUART,3018.5,42.547,0.95,1.9,7.15,3.6830000000000003,2,0.649,3.518633333333332,0.04300000000000015,35.60370000000004,1.5339999999999918,8.350000000000005,-0.09999999999999964,0.8103666666666671,-0.002000000000000113,1.7533333333333279,0.3999999999999999,6
422,C LM,0,13,STUART,3019.0,41.192,0.945,2.0,7.0,3.6439999999999997,2,0.642,3.507099999999999,-0.03900000000000059,36.085966666666714,-1.3549999999999969,8.205000000000004,-0.15000000000000036,0.8232000000000005,-0.0050000000000000044,1.843333333333328,0.10000000000000009,6
423,C LM,0,13,STUART,3019.5,42.726000000000006,0.941,2.3,7.15,3.7039999999999997,2,0.634,3.501066666666665,0.06000000000000005,36.53640000000005,1.534000000000006,8.086666666666671,0.15000000000000036,0.8338000000000004,-0.0040000000000000036,1.9466666666666612,0.2999999999999998,6
424,C LM,0,13,STUART,3020.0,44.407,0.9420000000000001,3.4,7.0,3.695,2,0.627,3.4970333333333317,-0.008999999999999897,36.882100000000044,1.6809999999999903,8.006666666666671,-0.15000000000000036,0.8423333333333338,0.001000000000000112,2.046666666666661,1.1,6
425,C LM,0,13,STUART,3020.5,45.387,0.946,3.8,6.8,3.7880000000000003,2,0.619,3.5012999999999983,0.09300000000000042,37.12310000000004,0.980000000000004,7.975000000000005,-0.20000000000000018,0.8500000000000004,0.0039999999999998925,2.116666666666661,0.3999999999999999,6
426,C LM,0,13,STUART,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,3.513733333333332,0.12899999999999956,37.27650000000004,-0.33500000000000085,7.9983333333333375,0.7000000000000002,0.8581333333333337,-0.0010000000000000009,2.1433333333333278,-1.1999999999999997,6
427,C LM,0,13,STUART,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,3.532266666666665,0.03100000000000014,37.4282666666667,1.0769999999999982,8.030000000000005,-0.09999999999999964,0.8672333333333337,-0.009999999999999898,2.106666666666661,-0.20000000000000018,6
428,C LM,0,13,STUART,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,3.558133333333332,0.06800000000000006,37.68503333333337,1.6970000000000027,8.020000000000005,-0.35000000000000053,0.8769666666666672,-0.010000000000000009,2.066666666666661,0.10000000000000009,6
429,C LM,0,13,STUART,3022.5,50.053999999999995,0.925,2.3,6.75,3.935,2,0.59,3.582233333333332,-0.08099999999999996,38.131400000000035,2.2279999999999944,7.975000000000006,-0.2999999999999998,0.8867333333333338,0.0,2.0299999999999945,-0.20000000000000018,6
430,C LM,0,13,STUART,3023.0,55.562,0.9329999999999999,1.8,6.9,3.9739999999999998,2,0.5820000000000001,3.606266666666665,0.0389999999999997,38.893266666666705,5.508000000000003,7.928333333333339,0.15000000000000036,0.8961666666666672,0.007999999999999896,1.9633333333333276,-0.4999999999999998,6
431,C LM,0,13,STUART,3023.5,63.028999999999996,0.9470000000000001,2.0,6.8,3.859,2,0.575,3.6252666666666653,-0.11499999999999977,39.9834666666667,7.466999999999999,7.865000000000006,-0.10000000000000053,0.9053333333333338,0.014000000000000123,1.916666666666661,0.19999999999999996,6
432,C LM,0,13,STUART,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.5670000000000001,3.6374999999999984,-0.17799999999999994,41.543400000000034,12.370000000000005,7.766666666666672,-0.34999999999999964,0.9144000000000005,0.018999999999999906,1.8799999999999943,-0.10000000000000009,6
433,C LM,0,13,STUART,3024.5,102.116,0.987,0.2,6.9,3.5610000000000004,2,0.56,3.6474666666666655,-0.11999999999999966,44.008300000000034,26.717,7.67333333333334,0.4500000000000002,0.9232666666666671,0.02100000000000002,1.806666666666661,-1.7,6
434,C LM,0,13,STUART,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,3.654233333333332,-0.04800000000000049,47.71950000000003,38.66199999999999,7.580000000000006,0.09999999999999964,0.9311666666666671,0.006000000000000005,1.7466666666666613,-0.6000000000000001,6
435,C LM,0,13,STUART,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,3.6568333333333323,-0.07600000000000007,52.8021666666667,42.58000000000001,7.506666666666672,0.34999999999999964,0.9373666666666671,-0.01200000000000001,1.7133333333333278,0.10000000000000003,4
436,C LM,0,13,STUART,3026.0,213.99900000000002,0.977,0.2,7.8,3.412,2,0.537,3.6569333333333325,-0.02499999999999991,58.8637666666667,30.64100000000002,7.455000000000006,0.4500000000000002,0.9422000000000004,-0.0040000000000000036,1.7166666666666612,0.5,4
437,C LM,0,13,STUART,3026.5,220.41299999999998,1.004,0.0,8.0,3.528,2,0.53,3.6606333333333323,0.1160000000000001,65.08830000000003,6.413999999999959,7.418333333333339,0.20000000000000018,0.9471333333333337,0.027000000000000024,1.703333333333328,-0.2,4
438,C LM,0,13,STUART,3027.0,200.30599999999998,1.0270000000000001,0.0,8.0,3.6710000000000003,2,0.522,3.6681999999999992,0.14300000000000024,70.64180000000003,-20.107,7.386666666666673,0.0,0.9523000000000005,0.02300000000000013,1.6666666666666612,0.0,4
439,C LM,0,13,STUART,3027.5,162.149,0.9990000000000001,-0.2,8.5,3.7460000000000004,2,0.515,3.6775333333333324,0.07500000000000018,74.87660000000002,-38.15699999999998,7.37833333333334,0.5,0.9559666666666671,-0.028000000000000025,1.6099999999999945,-0.2,4
440,C LM,0,13,STUART,3028.0,121.20200000000001,0.95,0.2,9.2,3.892,2,0.507,3.6909333333333327,0.14599999999999946,77.6798666666667,-40.94699999999999,7.39833333333334,0.6999999999999993,0.957166666666667,-0.049000000000000155,1.563333333333328,0.4,4
441,C LM,0,13,STUART,3028.5,92.805,0.9159999999999999,1.3,9.95,3.924,2,0.5,3.7077999999999993,0.03200000000000003,79.52840000000002,-28.397000000000006,7.465000000000006,0.75,0.9564000000000004,-0.03400000000000003,1.536666666666661,1.1,4
442,C LM,0,13,STUART,3029.0,77.758,0.894,1.9,10.65,3.9530000000000003,2,0.493,3.722766666666666,0.02900000000000036,80.85580000000002,-15.047000000000011,7.563333333333341,0.7000000000000011,0.9544666666666669,-0.02199999999999991,1.5199999999999945,0.5999999999999999,4
443,C LM,0,13,STUART,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,3.735366666666666,-0.0640000000000005,81.80700000000002,-10.134999999999991,7.666666666666673,0.1999999999999993,0.9520000000000003,-0.015000000000000013,1.5466666666666609,1.0,4
444,C LM,0,13,STUART,3030.0,62.376000000000005,0.873,2.5,11.45,3.799,2,0.478,3.7436666666666665,-0.08999999999999986,82.61756666666669,-5.247,7.796666666666672,0.5999999999999996,0.9494000000000004,-0.006000000000000005,1.5733333333333275,-0.3999999999999999,4
445,C LM,0,13,STUART,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,3.749333333333333,-0.0259999999999998,83.35960000000001,-2.913000000000004,7.928333333333339,-0.1999999999999993,0.946766666666667,0.0,1.569999999999994,-0.3999999999999999,4
446,C LM,0,13,STUART,3031.0,55.211000000000006,0.872,2.7,10.45,3.784,2,0.46299999999999997,3.7529666666666666,0.010999999999999677,83.95936666666668,-4.251999999999995,8.026666666666673,-0.8000000000000007,0.9441333333333336,-0.0010000000000000009,1.5999999999999943,0.6000000000000001,4
447,C LM,0,13,STUART,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,3.7545,0.0030000000000001137,84.42423333333335,-3.484000000000009,8.118333333333338,-0.09999999999999964,0.9413666666666669,-0.006000000000000005,1.6299999999999943,-0.40000000000000036,4
448,C LM,0,13,STUART,3032.0,52.38,0.858,2.1,10.75,3.7760000000000002,2,0.44799999999999995,3.755866666666667,-0.010999999999999677,84.83143333333334,0.6530000000000058,8.231666666666673,0.40000000000000036,0.9383666666666669,-0.008000000000000007,1.6499999999999944,-0.19999999999999973,4
449,C LM,0,13,STUART,3032.5,53.122,0.851,2.5,11.05,3.7239999999999998,2,0.44,3.7551,-0.05200000000000049,85.23696666666666,0.7419999999999973,8.356666666666673,0.3000000000000007,0.9350666666666669,-0.007000000000000006,1.6799999999999942,0.3999999999999999,4
450,C LM,0,13,STUART,3033.0,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433,3.757,-0.02699999999999969,85.57803333333332,-1.8770000000000024,8.490000000000006,0.1999999999999993,0.9314666666666669,-0.006999999999999895,1.7199999999999944,0.20000000000000018,4
451,C LM,0,13,STUART,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,3.7560000000000002,-0.04400000000000004,85.90006666666666,0.963000000000001,8.64333333333334,0.5,0.9276666666666669,-0.008000000000000118,1.706666666666661,-1.2000000000000002,4
452,C LM,0,13,STUART,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,3.7561000000000004,-0.006000000000000227,86.35866666666666,2.7420000000000044,8.811666666666673,0.3000000000000007,0.9237000000000002,-0.010000000000000009,1.6833333333333276,-0.19999999999999996,4
453,C LM,0,13,STUART,3034.5,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41,3.7543000000000006,0.0030000000000001137,86.749,-0.5139999999999958,8.97333333333334,-0.05000000000000071,0.9195666666666669,-0.008999999999999897,1.6733333333333278,0.7,4
454,C LM,0,13,STUART,3035.0,54.81100000000001,0.81,1.8,12.1,3.678,2,0.40299999999999997,3.7537333333333343,0.028000000000000025,87.0958,0.375,9.143333333333342,0.09999999999999964,0.9151666666666668,-0.007000000000000006,1.6199999999999943,-0.19999999999999996,4
455,C LM,0,13,STUART,3035.5,55.603,0.8009999999999999,1.6,12.2,3.6439999999999997,2,0.396,3.7489333333333343,-0.03400000000000025,87.43633333333332,0.7919999999999945,9.323333333333341,0.09999999999999964,0.9103333333333334,-0.009000000000000119,1.546666666666661,-0.19999999999999996,4
456,C LM,0,13,STUART,3036.0,54.288999999999994,0.785,1.3,12.75,3.656,2,0.38799999999999996,3.7402333333333346,0.012000000000000455,87.74423333333333,-1.3140000000000072,9.49833333333334,0.5500000000000007,0.905,-0.015999999999999903,1.5033333333333276,-0.30000000000000004,4
457,C LM,0,13,STUART,3036.5,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381,3.728566666666668,-0.05799999999999983,87.9526,-1.9089999999999918,9.685000000000008,0.25,0.8994333333333334,-0.017000000000000015,1.4899999999999944,0.7,4
458,C LM,0,13,STUART,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,3.714100000000001,-0.01600000000000046,88.14656666666666,1.2650000000000006,9.906666666666673,0.6999999999999993,0.8938666666666667,-0.010000000000000009,1.4733333333333278,0.0,4
459,C LM,0,13,STUART,3037.5,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366,3.702300000000001,-0.0009999999999994458,88.27576666666666,0.2849999999999966,10.140000000000008,0.05000000000000071,0.8882666666666668,-0.0010000000000000009,1.4666666666666612,0.10000000000000009,4
460,C LM,0,13,STUART,3038.0,56.071999999999996,0.755,2.9,13.75,3.645,2,0.358,3.691333333333334,0.06399999999999961,88.29276666666667,2.141999999999996,10.368333333333341,0.0,0.8823333333333334,-0.0020000000000000018,1.5033333333333279,0.7999999999999998,4
461,C LM,0,13,STUART,3038.5,59.016999999999996,0.75,4.0,13.7,3.694,2,0.35100000000000003,3.6858333333333344,0.04899999999999993,88.15903333333333,2.9450000000000003,10.59833333333334,-0.05000000000000071,0.8757666666666668,-0.0050000000000000044,1.5699999999999945,1.1,4
462,C LM,0,13,STUART,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.34299999999999997,3.6848000000000014,-0.04400000000000004,87.71719999999999,3.1270000000000024,10.853333333333342,0.40000000000000036,0.8683000000000001,-0.008000000000000007,1.653333333333328,0.40000000000000036,4
463,C LM,0,13,STUART,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,3.688100000000001,0.010000000000000231,86.47379999999998,2.6699999999999946,11.096666666666675,0.09999999999999964,0.8597333333333335,-0.01200000000000001,1.806666666666661,0.39999999999999947,4
464,C LM,0,13,STUART,3040.0,66.705,0.7140000000000001,5.6,14.6,3.6889999999999996,2,0.32799999999999996,3.6939666666666673,0.02899999999999947,84.00469999999999,1.8910000000000053,11.35000000000001,0.40000000000000036,0.8504333333333335,-0.015999999999999903,2.006666666666661,0.7999999999999998,4
465,C LM,0,13,STUART,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,3.7018666666666675,-0.01499999999999968,80.14503333333332,0.8629999999999995,11.620000000000008,0.8499999999999996,0.8409000000000001,-0.019000000000000128,2.2333333333333276,0.9000000000000004,4
466,C LM,0,13,STUART,3041.0,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313,3.7082333333333337,-0.07099999999999973,75.26783333333333,0.1150000000000091,11.881666666666673,0.20000000000000107,0.8308666666666668,-0.019000000000000017,2.4499999999999944,0.20000000000000018,4
467,C LM,0,13,STUART,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,3.709366666666667,-0.04100000000000037,70.17683333333333,0.0,12.12833333333334,-0.25,0.8194666666666667,-0.013999999999999901,2.649999999999994,-0.7000000000000002,4
468,C LM,0,13,STUART,3042.0,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299,3.706,0.008000000000000007,65.75606666666665,0.0,12.370000000000006,-0.15000000000000036,0.8074333333333333,0.0039999999999998925,2.8399999999999945,-0.2999999999999998,4
469,C LM,0,13,STUART,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004,3.701233333333333,0.03300000000000036,62.6072,0.0,12.593333333333339,-0.05000000000000071,0.7975,0.03500000000000003,3.046666666666661,0.2999999999999998,4
470,C LM,0,13,STUART,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,3.6894,-0.06600000000000028,60.82323333333333,0.0,12.808333333333339,0.45000000000000107,0.7917666666666666,0.07700000000000007,3.209999999999994,-0.9000000000000004,5
471,C LM,0,13,STUART,3043.5,67.683,0.882,4.9,15.75,3.5469999999999997,2,0.276,3.676833333333333,0.009999999999999787,59.985833333333325,0.0,13.001666666666672,0.09999999999999964,0.7906333333333334,0.10399999999999998,3.3299999999999943,-0.1999999999999993,5
472,C LM,0,13,STUART,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.26899999999999996,3.662833333333333,-0.01399999999999979,59.64999999999999,0.0,13.173333333333341,0.05000000000000071,0.7932666666666667,0.09099999999999997,3.413333333333328,-0.5,5
473,C LM,0,13,STUART,3044.5,67.683,1.0170000000000001,3.5,16.25,3.495,2,0.261,3.6497,-0.03799999999999981,59.651999999999994,0.0,13.35333333333334,0.4499999999999993,0.7978666666666666,0.04400000000000015,3.433333333333328,-0.9000000000000004,5
474,A1 LM,0,1,CRAWFORD,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,3.2807666666666666,0.5660000000000003,64.78130000000002,-15.239999999999995,11.425166666666666,-3.0,0.6762333333333335,0.03400000000000003,3.6611666666666665,-0.8199999999999998,8
475,A1 LM,0,1,CRAWFORD,2973.0,34.435,0.879,3.085,8.175,3.8310000000000004,2,0.991,3.2807666666666666,0.5660000000000003,64.78130000000002,-15.239999999999995,11.425166666666666,-3.0,0.6762333333333335,0.03400000000000003,3.6611666666666665,-0.8199999999999998,8
476,A1 LM,0,1,CRAWFORD,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,3.2807666666666666,0.47499999999999964,64.78130000000002,-8.257000000000001,11.425166666666666,-3.2300000000000004,0.6762333333333335,0.041000000000000036,3.6611666666666665,-0.46999999999999975,8
477,A1 LM,0,1,CRAWFORD,2974.0,19.463,0.9670000000000001,0.82,3.82,4.578,2,0.972,3.2807666666666666,0.27200000000000024,64.78130000000002,-6.715,11.425166666666666,-1.1250000000000004,0.6762333333333335,0.04700000000000004,3.6611666666666665,-1.7950000000000004,8
478,A1 LM,0,1,CRAWFORD,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.9620000000000001,3.2807666666666666,0.0649999999999995,64.78130000000002,-0.2029999999999994,11.425166666666666,-0.18999999999999995,0.6762333333333335,0.027999999999999914,3.6611666666666665,-0.49999999999999994,8
479,A1 LM,0,1,CRAWFORD,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,3.2807666666666666,-0.028999999999999915,64.78130000000002,0.7249999999999979,11.425166666666666,0.6900000000000004,0.6762333333333335,0.013000000000000012,3.6611666666666665,-0.26,8
480,A1 LM,0,1,CRAWFORD,2975.5,22.298000000000002,1.002,-0.01,5.5,4.4910000000000005,2,0.943,3.2807666666666666,-0.12299999999999933,64.78130000000002,2.3130000000000024,11.425166666666666,1.1799999999999997,0.6762333333333335,-0.006000000000000005,3.6611666666666665,-0.06999999999999999,8
481,A1 LM,0,1,CRAWFORD,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,3.2807666666666666,-0.12200000000000077,64.78130000000002,2.312999999999999,11.425166666666666,1.37,0.6762333333333335,-0.04600000000000004,3.6611666666666665,0.060000000000000005,8
482,A1 LM,0,1,CRAWFORD,2976.5,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915,3.2807666666666666,-0.32200000000000006,64.78130000000002,0.06599999999999895,11.425166666666666,0.07000000000000028,0.6762333333333335,-0.1319999999999999,3.6611666666666665,0.26,8
483,A1 LM,0,1,CRAWFORD,2977.0,24.945999999999998,0.667,0.965,5.915,3.8930000000000002,2,0.9059999999999999,3.2807666666666666,-0.15399999999999947,64.78130000000002,0.26899999999999835,11.425166666666666,-1.0250000000000004,0.6762333333333335,-0.15700000000000003,3.6611666666666665,0.655,8
484,A1 LM,0,1,CRAWFORD,2977.5,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999,3.2807666666666666,-0.3730000000000002,64.78130000000002,4.364000000000001,11.425166666666666,0.23500000000000032,0.6762333333333335,-0.1080000000000001,3.6611666666666665,1.145,6
485,A1 LM,0,1,CRAWFORD,2978.0,37.321999999999996,0.522,3.375,8.445,3.125,2,0.887,3.2807666666666666,-0.395,64.78130000000002,8.011999999999997,11.425166666666666,2.295,0.6762333333333335,-0.03699999999999992,3.6611666666666665,1.2650000000000001,6
486,A1 LM,0,1,CRAWFORD,2978.5,42.141999999999996,0.51,3.985,10.785,2.843,2,0.877,3.2807666666666666,-0.28200000000000003,64.78130000000002,4.82,11.425166666666666,2.34,0.6762333333333335,-0.01200000000000001,3.6611666666666665,0.6099999999999999,6
487,A1 LM,0,1,CRAWFORD,2979.0,52.434,0.49200000000000005,4.42,13.15,2.674,2,0.868,3.2807666666666666,-0.16900000000000004,64.78130000000002,10.292000000000002,11.425166666666666,2.365,0.6762333333333335,-0.01799999999999996,3.6611666666666665,0.43500000000000005,4
488,A1 LM,0,1,CRAWFORD,2979.5,63.181000000000004,0.473,5.18,14.13,2.6439999999999997,2,0.858,3.2807666666666666,-0.03000000000000025,64.78130000000002,10.747000000000007,11.425166666666666,0.9800000000000004,0.6762333333333335,-0.019000000000000072,3.6611666666666665,0.7599999999999998,4
489,A1 LM,0,1,CRAWFORD,2980.0,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001,3.2807666666666666,0.019000000000000572,64.78130000000002,6.223999999999997,11.425166666666666,0.4299999999999997,0.6762333333333335,-0.007999999999999952,3.6611666666666665,0.33999999999999986,4
490,A1 LM,0,1,CRAWFORD,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,3.2807666666666666,0.016999999999999904,64.78130000000002,8.379999999999995,11.425166666666666,0.379999999999999,0.6762333333333335,0.009999999999999953,3.6611666666666665,0.3000000000000007,4
491,A1 LM,0,1,CRAWFORD,2981.0,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83,3.2807666666666666,-0.01399999999999979,64.78130000000002,5.792000000000016,11.425166666666666,0.45500000000000007,0.6762333333333335,-0.006000000000000005,3.6611666666666665,0.14499999999999957,4
492,A1 LM,0,1,CRAWFORD,2981.5,84.05799999999999,0.513,6.025,15.855,2.622,2,0.821,3.2807666666666666,-0.04400000000000048,64.78130000000002,0.48099999999998033,11.425166666666666,0.46000000000000085,0.6762333333333335,0.04400000000000004,3.6611666666666665,0.0600000000000005,4
493,A1 LM,0,1,CRAWFORD,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999,3.2807666666666666,-0.0129999999999999,64.78130000000002,-2.2379999999999995,11.425166666666666,0.19500000000000028,0.6762333333333335,0.031000000000000028,3.6611666666666665,-0.07500000000000018,4
494,A1 LM,0,1,CRAWFORD,2982.5,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802,3.2807666666666666,0.017000000000000348,64.78130000000002,-1.5629999999999882,11.425166666666666,0.05000000000000071,0.6762333333333335,0.018999999999999906,3.6611666666666665,-0.20999999999999996,4
495,A1 LM,0,1,CRAWFORD,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,3.2807666666666666,0.03599999999999959,64.78130000000002,-0.4240000000000066,11.425166666666666,-0.38500000000000156,0.6762333333333335,0.016000000000000014,3.6611666666666665,-0.6050000000000004,4
496,A1 LM,0,1,CRAWFORD,2983.5,80.32300000000001,0.583,4.565,15.275,2.693,2,0.7829999999999999,3.2807666666666666,0.03100000000000014,64.78130000000002,0.4900000000000091,11.425166666666666,-0.4399999999999995,0.6762333333333335,0.0040000000000000036,3.6611666666666665,-0.5699999999999994,4
497,A1 LM,0,1,CRAWFORD,2984.0,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774,3.2807666666666666,0.018000000000000238,64.78130000000002,4.380999999999986,11.425166666666666,-0.11000000000000121,0.6762333333333335,0.007000000000000006,3.6611666666666665,-0.20000000000000018,4
498,A1 LM,0,1,CRAWFORD,2984.5,96.67399999999999,0.596,4.725,15.565,2.7439999999999998,2,0.764,3.2807666666666666,0.032999999999999474,64.78130000000002,11.969999999999999,11.425166666666666,0.40000000000000036,0.6762333333333335,0.006000000000000005,3.6611666666666665,0.35999999999999943,4
499,A1 LM,0,1,CRAWFORD,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,3.2807666666666666,0.08000000000000007,64.78130000000002,15.988000000000014,11.425166666666666,0.14500000000000135,0.6762333333333335,0.013000000000000012,3.6611666666666665,0.15500000000000025,4
500,A1 LM,0,1,CRAWFORD,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,3.2807666666666666,0.11100000000000021,64.78130000000002,18.822000000000003,11.425166666666666,-0.11000000000000121,0.6762333333333335,0.025000000000000022,3.6611666666666665,0.23000000000000043,4
501,A1 LM,0,1,CRAWFORD,2986.0,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736,3.2807666666666666,0.06499999999999995,64.78130000000002,6.684999999999974,11.425166666666666,-0.5,0.6762333333333335,0.025000000000000022,3.6611666666666665,0.21999999999999975,4
502,A1 LM,0,1,CRAWFORD,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,3.2807666666666666,0.04800000000000004,64.78130000000002,-3.1239999999999952,11.425166666666666,-0.6399999999999988,0.6762333333333335,0.02300000000000002,3.6611666666666665,-0.23000000000000043,4
503,A1 LM,0,1,CRAWFORD,2987.0,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001,3.2807666666666666,0.04899999999999993,64.78130000000002,-17.31899999999999,11.425166666666666,-1.1450000000000014,0.6762333333333335,0.025000000000000022,3.6611666666666665,-0.6849999999999996,4
