,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_ILD_log10,NM_M_ILD_log10_GR,NM_M_ILD_log10_GR_PHIND,ILD_log10_GR_PHIND,ILD_log10_GR_PHIND_DeltaPHI
418,C LM,STUART,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,5,2.517440644075921,1613.1468960000002,1.6465382905797217,54.022499999999994,2.25,3.375,80.328,14.7,3.0,295.2054,1.896,76.150944,559.7094384,279.8547192,419.78207879999997
419,C LM,STUART,3017.5,40.955999999999996,0.95,1.6,7.3,3.747,2,0.664,5,2.529760362637187,1677.3939359999997,1.6437308834542408,53.29,2.5600000000000005,4.096000000000001,81.91199999999999,14.6,3.2,298.9788,1.9,77.81639999999999,568.0597199999999,284.0298599999999,454.4477759999999
420,C LM,STUART,3018.0,41.013000000000005,0.9520000000000001,1.5,7.25,3.64,2,0.657,5,2.5306400942114036,1682.0661690000004,1.6409090174556455,52.5625,2.25,3.375,82.02600000000001,14.5,3.0,297.34425000000005,1.9040000000000001,78.08875200000001,566.1434520000001,283.07172600000007,424.6075890000001
421,C LM,STUART,3018.5,42.547,0.95,1.9,7.15,3.6830000000000003,2,0.649,5,2.553978493370213,1810.2472089999997,1.635221205655121,51.1225,3.61,6.858999999999999,85.094,14.3,3.8,304.21105,1.9,80.8393,578.000995,289.0004975,549.10094525
422,C LM,STUART,3019.0,41.192,0.945,2.0,7.0,3.6439999999999997,2,0.642,5,2.5333968120184784,1696.780864,1.6265765616977856,49.0,4.0,8.0,82.384,14.0,4.0,288.344,1.89,77.85288,544.97016,272.48508,544.97016
423,C LM,STUART,3019.5,42.726000000000006,0.941,2.3,7.15,3.7039999999999997,2,0.634,5,2.5566604842603016,1825.5110760000005,1.635221205655121,51.1225,5.289999999999999,12.166999999999998,85.45200000000001,14.3,4.6,305.49090000000007,1.882,80.41033200000001,574.9338738000001,287.46693690000006,661.1739548700001
424,C LM,STUART,3020.0,44.407,0.9420000000000001,3.4,7.0,3.695,2,0.627,5,2.581444894158855,1971.9816489999996,1.6265765616977856,49.0,11.559999999999999,39.303999999999995,88.814,14.0,6.8,310.849,1.8840000000000001,83.66278799999999,585.639516,292.819758,995.5871771999999
425,C LM,STUART,3020.5,45.387,0.946,3.8,6.8,3.7880000000000003,2,0.619,5,2.5955707382603816,2059.979769,1.6148315584236825,46.239999999999995,14.44,54.87199999999999,90.774,13.6,7.6,308.6316,1.892,85.872204,583.9309872,291.9654936,1109.4688756799999
426,C LM,STUART,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,5,2.590767968116114,2029.682704,1.6548754598234365,56.25,6.760000000000001,17.576,90.104,15.0,5.2,337.89,1.89,85.14828,638.6121,319.30605,830.1957300000001
427,C LM,STUART,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,5,2.6061146044041106,2127.8846409999996,1.6493314105258192,54.760000000000005,5.76,13.823999999999998,92.258,14.8,4.8,341.3546,1.87,86.26123,638.333102,319.166551,765.9997224
428,C LM,STUART,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,5,2.629759392250982,2287.3262760000002,1.6294734147786365,49.7025,6.25,15.625,95.652,14.1,5.0,337.1733,1.85,88.47810000000001,623.770605,311.8853025,779.7132562500001
429,C LM,STUART,3022.5,50.053999999999995,0.925,2.3,6.75,3.935,2,0.59,5,2.659865627823808,2505.4029159999995,1.6118548977353129,45.5625,5.289999999999999,12.166999999999998,100.10799999999999,13.5,4.6,337.86449999999996,1.85,92.59989999999999,625.049325,312.5246625,718.80672375
430,C LM,STUART,3023.0,55.562,0.9329999999999999,1.8,6.9,3.9739999999999998,2,0.5820000000000001,5,2.730200032770271,3087.135844,1.6207359770526288,47.61000000000001,3.24,5.832000000000001,111.124,13.8,3.6,383.3778,1.8659999999999999,103.67869199999998,715.3829747999999,357.69148739999997,643.84467732
431,C LM,STUART,3023.5,63.028999999999996,0.9470000000000001,2.0,6.8,3.859,2,0.575,5,2.817637405930386,3972.6548409999996,1.6148315584236825,46.239999999999995,4.0,8.0,126.05799999999999,13.6,4.0,428.5972,1.8940000000000001,119.376926,811.7630968,405.8815484,811.7630968
432,C LM,STUART,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.5670000000000001,5,2.946737137337852,5685.009201,1.5936389239222475,41.6025,3.61,6.858999999999999,150.798,12.9,3.8,486.32355,1.932,145.67086799999998,939.5770985999999,469.78854929999994,892.5982436699999
433,C LM,STUART,3024.5,102.116,0.987,0.2,6.9,3.5610000000000004,2,0.56,5,3.178874983742898,10427.677456,1.6207359770526288,47.61000000000001,0.04000000000000001,0.008000000000000002,204.232,13.8,0.4,704.6004,1.974,201.576984,1390.8811896000002,695.4405948000001,139.08811896000003
434,C LM,STUART,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,4,3.444559553604414,19818.445283999998,1.6265765616977856,49.0,0.16000000000000003,-0.06400000000000002,281.556,14.0,-0.8,985.4459999999999,1.986,279.585108,1957.095756,978.547878,-391.4191512
435,C LM,STUART,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,4,3.679806360954788,33620.156164,1.6465382905797217,54.022499999999994,0.09,-0.026999999999999996,366.716,14.7,-0.6,1347.6813,1.962,359.748396,2644.1507106,1322.0753553,-396.62260659
436,C LM,STUART,3026.0,213.99900000000002,0.977,0.2,7.8,3.412,2,0.537,4,3.8247489667939663,45795.57200100001,1.6711816205169887,60.839999999999996,0.04000000000000001,0.008000000000000002,427.99800000000005,15.6,0.4,1669.1922000000002,1.954,418.15404600000005,3261.6015588000005,1630.8007794000002,326.16015588000005
437,C LM,STUART,3026.5,220.41299999999998,1.004,0.0,8.0,3.528,2,0.53,4,3.8530913139351726,48581.890568999996,1.681792830507429,64.0,0.0,0.0,440.82599999999996,16.0,0.0,1763.3039999999999,2.008,442.58930399999997,3540.7144319999998,1770.3572159999999,0.0
438,C LM,STUART,3027.0,200.30599999999998,1.0270000000000001,0.0,8.0,3.6710000000000003,2,0.522,4,3.7620406992057007,40122.49363599999,1.681792830507429,64.0,0.0,0.0,400.61199999999997,16.0,0.0,1602.4479999999999,2.0540000000000003,411.42852400000004,3291.4281920000003,1645.7140960000002,0.0
439,C LM,STUART,3027.5,162.149,0.9990000000000001,-0.2,8.5,3.7460000000000004,2,0.515,4,3.5684413949068627,26292.298201,1.7074764851741444,72.25,0.04000000000000001,-0.008000000000000002,324.298,17.0,-0.4,1378.2665,1.9980000000000002,323.97370200000006,2753.7764670000006,1376.8882335000003,-275.37764670000007
440,C LM,STUART,3028.0,121.20200000000001,0.95,0.2,9.2,3.892,2,0.507,4,3.318008135809197,14689.924804000004,1.741594148365405,84.63999999999999,0.04000000000000001,0.008000000000000002,242.40400000000002,18.4,0.4,1115.0584000000001,1.9,230.2838,2118.61096,1059.30548,211.861096
441,C LM,STUART,3028.5,92.805,0.9159999999999999,1.3,9.95,3.924,2,0.5,4,3.103793674950515,8612.768025000001,1.7760523807358557,99.00249999999998,1.6900000000000002,2.197,185.61,19.9,2.6,923.40975,1.8319999999999999,170.01876,1691.6866619999998,845.8433309999999,1099.5963302999999
442,C LM,STUART,3029.0,77.758,0.894,1.9,10.65,3.9530000000000003,2,0.493,4,2.969520107860417,6046.3065639999995,1.806497654140781,113.42250000000001,3.61,6.858999999999999,155.516,21.3,3.8,828.1227,1.788,139.031304,1480.6833876,740.3416938,1406.64921822
443,C LM,STUART,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,4,2.867633257098977,4572.870129000001,1.8149197829105619,117.7225,8.41,24.389,135.246,21.7,5.8,733.70955,1.758,118.881234,1289.8613889,644.93069445,1870.299013905
444,C LM,STUART,3030.0,62.376000000000005,0.873,2.5,11.45,3.799,2,0.478,4,2.8103109806755726,3890.7653760000007,1.8395066901584582,131.1025,6.25,15.625,124.75200000000001,22.9,5.0,714.2052,1.746,108.90849600000001,1247.0022792,623.5011396,1558.752849
445,C LM,STUART,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,4,2.7769093581757978,3535.8483690000003,1.8314207507423532,126.5625,4.41,9.261000000000001,118.926,22.5,4.2,668.95875,1.746,103.822398,1168.0019775,584.00098875,1226.4020763750002
446,C LM,STUART,3031.0,55.211000000000006,0.872,2.7,10.45,3.784,2,0.46299999999999997,4,2.725877929519596,3048.2545210000008,1.797956054815835,109.20249999999999,7.290000000000001,19.683000000000003,110.42200000000001,20.9,5.4,576.95495,1.744,96.28798400000001,1006.2094328000001,503.10471640000003,1358.3827342800002
447,C LM,STUART,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,4,2.68181813268507,2675.6825289999997,1.7936392024119796,107.12249999999999,5.289999999999999,12.166999999999998,103.454,20.7,4.6,535.3744499999999,1.732,89.59116399999999,927.2685473999999,463.63427369999994,1066.3588295099999
448,C LM,STUART,3032.0,52.38,0.858,2.1,10.75,3.7760000000000002,2,0.44799999999999995,4,2.6902421543587653,2743.6644,1.8107234085168835,115.5625,4.41,9.261000000000001,104.76,21.5,4.2,563.085,1.716,89.88408,966.2538599999999,483.12692999999996,1014.566553
449,C LM,STUART,3032.5,53.122,0.851,2.5,11.05,3.7239999999999998,2,0.44,4,2.699719257135635,2821.946884,1.8232262689306922,122.10250000000002,6.25,15.625,106.244,22.1,5.0,586.9981,1.702,90.41364399999999,999.0707662,499.5353831,1248.83845775
450,C LM,STUART,3033.0,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433,4,2.6755487863188803,2626.0500249999996,1.8314207507423532,126.5625,7.290000000000001,19.683000000000003,102.49,22.5,5.4,576.50625,1.6880000000000002,86.50156,973.14255,486.571275,1313.7424425000002
451,C LM,STUART,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,4,2.688030945245466,2725.675264,1.8514392510154154,138.0625,2.25,3.375,104.416,23.5,3.0,613.444,1.672,87.291776,1025.678368,512.839184,769.2587760000001
452,C LM,STUART,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,4,2.722650679264363,3019.5025000000005,1.863145456356523,145.20250000000001,1.6900000000000002,2.197,109.9,24.1,2.6,662.1475,1.652,90.7774,1093.86767,546.933835,711.0139855000001
453,C LM,STUART,3034.5,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41,4,2.716261333131345,2963.278096000001,1.8612097182041991,144.0,4.0,8.0,108.87200000000001,24.0,4.0,653.2320000000001,1.6340000000000001,88.94842400000002,1067.381088,533.690544,1067.381088
454,C LM,STUART,3035.0,54.81100000000001,0.81,1.8,12.1,3.678,2,0.40299999999999997,4,2.7209272581209025,3004.2457210000007,1.8650751797676193,146.41,3.24,5.832000000000001,109.62200000000001,24.2,3.6,663.2131,1.62,88.79382000000001,1074.405222,537.202611,966.9646998000001
455,C LM,STUART,3035.5,55.603,0.8009999999999999,1.6,12.2,3.6439999999999997,2,0.396,4,2.7307035569386144,3091.6936090000004,1.8689167555872028,148.83999999999997,2.5600000000000005,4.096000000000001,111.206,24.4,3.2,678.3566,1.6019999999999999,89.07600599999999,1086.7272732,543.3636366,869.3818185599999
456,C LM,STUART,3036.0,54.288999999999994,0.785,1.3,12.75,3.656,2,0.38799999999999996,4,2.7144257124099607,2947.2955209999996,1.8896333544556798,162.5625,1.6900000000000002,2.197,108.57799999999999,25.5,2.6,692.1847499999999,1.57,85.23373,1086.7300575,543.36502875,706.3745373749999
457,C LM,STUART,3036.5,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381,4,2.6902421543587653,2743.6644,1.8988289221159418,169.0,4.0,8.0,104.76,26.0,4.0,680.94,1.536,80.45568,1045.92384,522.96192,1045.92384
458,C LM,STUART,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,4,2.706339725185951,2877.7860250000003,1.9238895770455096,187.68999999999997,4.0,8.0,107.29,27.4,4.0,734.9365,1.516,81.32582000000001,1114.163734,557.081867,1114.163734
459,C LM,STUART,3037.5,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366,4,2.7099270815088112,2908.4449,1.9256425534215407,189.0625,4.41,9.261000000000001,107.86,27.5,4.2,741.5375,1.514,81.65002,1122.6877749999999,561.3438874999999,1178.8221637499998
460,C LM,STUART,3038.0,56.071999999999996,0.755,2.9,13.75,3.645,2,0.358,4,2.736443664795307,3144.0691839999995,1.9256425534215407,189.0625,8.41,24.389,112.14399999999999,27.5,5.8,770.9899999999999,1.51,84.66872,1164.1949,582.09745,1688.0826049999998
461,C LM,STUART,3038.5,59.016999999999996,0.75,4.0,13.7,3.694,2,0.35100000000000003,4,2.7716876219931965,3483.0062889999995,1.9238895770455096,187.68999999999997,16.0,64.0,118.03399999999999,27.4,8.0,808.5328999999999,1.5,88.5255,1212.7993499999998,606.3996749999999,2425.5986999999996
462,C LM,STUART,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.34299999999999997,4,2.8076941749214797,3861.8767359999997,1.9377813785625346,198.81,19.360000000000003,85.18400000000003,124.288,28.2,8.8,876.2303999999999,1.484,92.221696,1300.3259136,650.1629568,2860.7170099200002
463,C LM,STUART,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,4,2.837378059763521,4200.854595999999,1.941208061049447,201.64,23.04,110.59199999999998,129.628,28.4,9.6,920.3587999999999,1.46,94.62843999999998,1343.7238479999996,671.8619239999998,3224.937235199999
464,C LM,STUART,3040.0,66.705,0.7140000000000001,5.6,14.6,3.6889999999999996,2,0.32799999999999996,4,2.8578510982207734,4449.557025,1.9547364617534917,213.16,31.359999999999996,175.61599999999996,133.41,29.2,11.2,973.8929999999999,1.4280000000000002,95.25474000000001,1390.7192040000002,695.3596020000001,3894.0137712000005
465,C LM,STUART,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,4,2.867049994168875,4565.4346239999995,1.9825863919150433,238.7025,42.25,274.625,135.136,30.9,13.0,1043.9256,1.39,93.91951999999999,1451.0565839999997,725.5282919999999,4715.933897999999
466,C LM,STUART,3041.0,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313,4,2.8682691382958043,4580.988489000001,1.9889716159288189,244.9225,44.89,300.76300000000003,135.366,31.3,13.4,1059.2389500000002,1.3519999999999999,91.507416,1432.0910604,716.0455302,4797.5050523400005
467,C LM,STUART,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,4,2.8682691382958043,4580.988489000001,1.9809804072907224,237.16000000000003,36.0,216.0,135.366,30.8,12.0,1042.3182000000002,1.324,89.61229200000001,1380.0292968,690.0146484,4140.0878904
468,C LM,STUART,3042.0,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299,4,2.8682691382958043,4580.988489000001,1.9761388711204806,232.5625,32.49,185.193,135.366,30.5,11.4,1032.1657500000001,1.3319999999999999,90.153756,1374.844779,687.4223895,3918.3076201500003
469,C LM,STUART,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004,4,2.8682691382958043,4580.988489000001,1.9745170898028677,231.04,36.0,216.0,135.366,30.4,12.0,1028.7816,1.402,94.891566,1442.3518032,721.1759016,4327.0554096
470,C LM,STUART,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,4,2.8682691382958043,4580.988489000001,1.9889716159288189,244.9225,26.009999999999998,132.65099999999998,135.366,31.3,10.2,1059.2389500000002,1.556,105.31474800000001,1648.1758062000001,824.0879031000001,4202.84830581
471,C LM,STUART,3043.5,67.683,0.882,4.9,15.75,3.5469999999999997,2,0.276,4,2.8682691382958043,4580.988489000001,1.9921413018651277,248.0625,24.010000000000005,117.64900000000003,135.366,31.5,9.8,1066.00725,1.764,119.392812,1880.436789,940.2183945,4607.070133050001
472,C LM,STUART,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.26899999999999996,4,2.8682691382958043,4580.988489000001,1.993720487648747,249.64000000000001,19.360000000000003,85.18400000000003,135.366,31.6,8.8,1069.3914000000002,1.946,131.711118,2081.0356644,1040.5178322,4578.27846168
473,C LM,STUART,3044.5,67.683,1.0170000000000001,3.5,16.25,3.495,2,0.261,4,2.8682691382958043,4580.988489000001,2.007767136435218,264.0625,12.25,42.875,135.366,32.5,7.0,1099.84875,2.0340000000000003,137.66722200000004,2237.0923575000006,1118.5461787500003,3914.911625625001
474,A1 LM,CRAWFORD,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,5,2.6548162602214993,2467.6056249999997,1.8283607220921576,124.88062500000001,15.249024999999998,59.54744262499999,99.35,22.35,7.81,555.118125,1.69,83.95075,938.1496312500001,469.07481562500004,1831.7371550156251
475,A1 LM,CRAWFORD,2973.0,34.435,0.879,3.085,8.175,3.8310000000000004,2,0.991,5,2.4224232260538954,1185.7692250000002,1.6909156368959273,66.83062500000001,9.517225,29.360639125,68.87,16.35,6.17,281.50612500000005,1.758,60.536730000000006,494.8877677500001,247.44388387500004,763.3643817543751
476,A1 LM,CRAWFORD,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,8,2.261955808073488,685.287684,1.4912194995350982,24.453025000000004,6.838225000000001,17.881958375000004,52.356,9.89,5.23,129.45021,1.84,48.16752,238.18838640000004,119.09419320000002,311.43131521800007
477,A1 LM,CRAWFORD,2974.0,19.463,0.9670000000000001,0.82,3.82,4.578,2,0.972,8,2.100402108873111,378.808369,1.3980279069350534,14.5924,0.6723999999999999,0.5513679999999999,38.926,7.64,1.64,74.34866,1.9340000000000002,37.641442000000005,143.79030844000002,71.89515422000001,58.9540264604
478,A1 LM,CRAWFORD,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.9620000000000001,8,2.094903733229367,370.9476000000001,1.3803100696313728,13.1769,0.1024,0.032768000000000005,38.52,7.26,0.64,69.91380000000001,1.99,38.327400000000004,139.128462,69.564231,22.260553920000003
479,A1 LM,CRAWFORD,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,8,2.1143459010888974,399.400225,1.4416868484808525,18.6624,0.0036,0.00021599999999999996,39.97,8.64,0.12,86.3352,2.016,40.28976,174.0517632,87.0258816,5.221552896
480,A1 LM,CRAWFORD,2975.5,22.298000000000002,1.002,-0.01,5.5,4.4910000000000005,2,0.943,8,2.173033781312168,497.20080400000006,1.531407156804393,30.25,0.0001,-1.0000000000000002e-06,44.596000000000004,11.0,-0.02,122.63900000000001,2.004,44.685192,245.768556,122.884278,-1.22884278
481,A1 LM,CRAWFORD,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,8,2.2273184527919265,605.701321,1.6189714279184273,47.1969,0.0025000000000000005,0.00012500000000000003,49.222,13.74,0.1,169.07757,1.912,47.056232,323.27631384,161.63815692,8.081907846
482,A1 LM,CRAWFORD,2976.5,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915,8,2.2288102188258847,608.954329,1.6230797806835924,48.1636,0.0961,0.029790999999999998,49.354,13.88,0.62,171.25838000000002,1.6480000000000001,40.667696,282.23381024,141.11690512,43.746240587200006
483,A1 LM,CRAWFORD,2977.0,24.945999999999998,0.667,0.965,5.915,3.8930000000000002,2,0.9059999999999999,8,2.2348595215016225,622.3029159999999,1.5595118792119096,34.987225,0.931225,0.8986321249999999,49.891999999999996,11.83,1.93,147.55559,1.334,33.277964,196.83915706,98.41957853,94.97489328145
484,A1 LM,CRAWFORD,2977.5,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999,8,2.3267726733515817,859.0760999999999,1.5747759693135557,37.822500000000005,4.4521,9.393930999999998,58.62,12.3,4.22,180.2565,1.1179999999999999,32.76857999999999,201.52676699999998,100.76338349999999,212.61073918499997
485,A1 LM,CRAWFORD,2978.0,37.321999999999996,0.522,3.375,8.445,3.125,2,0.887,7,2.4716742160281937,1392.9316839999997,1.7047076633088964,71.318025,11.390625,38.443359375,74.64399999999999,16.89,6.75,315.18429,1.044,38.964167999999994,329.05239875999996,164.52619937999998,555.2759229075
486,A1 LM,CRAWFORD,2978.5,42.141999999999996,0.51,3.985,10.785,2.843,2,0.877,6,2.547878920168323,1775.9481639999997,1.8121954571002006,116.316225,15.880225,63.28269662499999,84.28399999999999,21.57,7.97,454.50147,1.02,42.98484,463.5914994,231.7957497,923.7060625544999
487,A1 LM,CRAWFORD,2979.0,52.434,0.49200000000000005,4.42,13.15,2.674,2,0.868,5,2.69093524784776,2749.3243559999996,1.9042827712537205,172.9225,19.5364,86.350888,104.868,26.3,8.84,689.5071,0.9840000000000001,51.595056,678.4749864,339.2374932,1499.429719944
488,A1 LM,CRAWFORD,2979.5,63.181000000000004,0.473,5.18,14.13,2.6439999999999997,2,0.858,5,2.8193346171970846,3991.8387610000004,1.93881129196281,199.65690000000004,26.832399999999996,138.991832,126.36200000000001,28.26,10.36,892.7475300000001,0.946,59.769226,844.5391633800001,422.26958169000005,2187.3564331542
489,A1 LM,CRAWFORD,2980.0,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001,4,2.886341339915382,4817.054025,1.9533962234190438,211.99360000000001,30.470399999999994,168.19660799999997,138.81,29.12,11.04,1010.5368000000001,0.93,64.54665,939.799224,469.899612,2593.84585824
490,A1 LM,CRAWFORD,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,4,2.969777851774351,6050.506224999999,1.9660187227026953,223.2036,33.872400000000006,197.13736800000004,155.57,29.88,11.64,1162.1079,0.95,73.89574999999999,1104.002505,552.0012525,3212.64728955
491,A1 LM,CRAWFORD,2981.0,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83,4,3.023581605136894,6985.114929000002,1.9808195938456106,237.006025,35.581224999999996,212.242007125,167.15400000000002,30.79,11.93,1286.6679150000002,0.938,78.39522600000001,1206.8945042700002,603.4472521350001,3599.5628589852754
492,A1 LM,CRAWFORD,2981.5,84.05799999999999,0.513,6.025,15.855,2.622,2,0.821,4,3.0279225556996012,7065.747363999999,1.9954532689123314,251.38102500000002,36.300625000000004,218.71126562500004,168.11599999999999,31.71,12.05,1332.73959,1.026,86.24350799999999,1367.39081934,683.69540967,4119.264843261751
493,A1 LM,CRAWFORD,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999,4,3.007563937899922,6694.512399999999,2.0015606722760184,257.6025,35.4025,210.644875,163.64,32.1,11.9,1313.211,1.088,89.02016,1428.773568,714.386784,4250.601364800001
494,A1 LM,CRAWFORD,2982.5,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802,4,2.9930965782890104,6441.186049000001,2.003117702369927,259.21000000000004,32.9476,189.11922400000003,160.514,32.2,11.48,1292.1377000000002,1.126,90.369382,1454.9470502000001,727.4735251000001,4175.698034074
495,A1 LM,CRAWFORD,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,4,2.9891355688716255,6373.307889,1.9910336332123975,246.96122499999998,26.368225,135.40083537499999,159.666,31.43,10.27,1254.575595,1.158,92.446614,1452.79853901,726.399269505,3730.060248908175
496,A1 LM,CRAWFORD,2983.5,80.32300000000001,0.583,4.565,15.275,2.693,2,0.7829999999999999,4,2.9937117379753544,6451.784329000001,1.976948266691003,233.325625,20.839225000000003,95.13106212500003,160.64600000000002,30.55,9.13,1226.933825,1.166,93.65661800000001,1430.6048399500003,715.3024199750001,3265.355547185876
497,A1 LM,CRAWFORD,2984.0,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774,4,3.0337233894344755,7174.767615999999,1.9733794606522463,229.97722499999998,19.053225,83.16732712500001,169.408,30.33,8.73,1284.5361599999999,1.18,99.95071999999999,1515.7526687999998,757.8763343999999,3308.1301996559996
498,A1 LM,CRAWFORD,2984.5,96.67399999999999,0.596,4.725,15.565,2.7439999999999998,2,0.764,4,3.1356488531651796,9345.862275999998,1.9862654175401062,242.26922499999998,22.325624999999995,105.48857812499998,193.34799999999998,31.13,9.45,1504.7308099999998,1.192,115.23540799999999,1793.6391255199999,896.8195627599999,4237.472434040999
499,A1 LM,CRAWFORD,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,4,3.2579496195892177,12692.726244000001,1.9908752438365602,246.80410000000003,23.8144,116.214272,225.324,31.42,9.76,1769.9200200000002,1.218,137.222316,2155.7625843600003,1077.8812921800002,5260.0607058384
500,A1 LM,CRAWFORD,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,4,3.386243831564013,17288.042256,1.9873810735805804,243.35999999999999,26.1121,133.43283100000002,262.968,31.2,10.22,2051.1504,1.268,166.72171200000003,2600.8587072000005,1300.4293536000002,6645.193996896001
501,A1 LM,CRAWFORD,2986.0,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736,4,3.428488156791903,19090.672560999996,1.971261485837201,228.01,28.4089,151.41943700000002,276.33799999999997,30.2,10.66,2086.3518999999997,1.318,182.106742,2749.8118042,1374.9059021,7328.248458193
502,A1 LM,CRAWFORD,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,4,3.408942118744162,18237.152024999996,1.9500335044214776,209.09160000000003,26.009999999999998,132.65099999999998,270.09,28.92,10.2,1952.7506999999998,1.364,184.20138,2663.5519548,1331.7759774,6792.05748474
503,A1 LM,CRAWFORD,2987.0,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001,4,3.293958301060256,13859.411076,1.9102283785201675,177.289225,19.492225,86.058173375,235.452,26.63,8.83,1567.52169,1.4140000000000001,166.46456400000002,2216.47566966,1108.23783483,4892.870040774451
504,A1 LM,CRAWFORD,2987.5,98.382,0.7290000000000001,3.395,11.695,3.193,2,0.708,4,3.149407894358212,9679.017924000002,1.8492688597151898,136.77302500000002,11.526025,39.130854875,196.764,23.39,6.79,1150.5774900000001,1.4580000000000002,143.44095600000003,1677.5419804200003,838.7709902100002,2847.6275117629507
505,A1 LM,CRAWFORD,2988.0,91.348,0.7709999999999999,3.235,10.985,3.3080000000000003,2,0.698,4,3.091539222652952,8344.457104,1.8205391190071445,120.67022499999999,10.465224999999998,33.855002875,182.696,21.97,6.47,1003.45778,1.5419999999999998,140.85861599999998,1547.3318967599998,773.6659483799999,2502.8093430092995
506,A1 LM,CRAWFORD,2988.5,87.05,0.831,3.21,10.64,3.4930000000000003,2,0.6890000000000001,4,3.0545145194349033,7577.702499999999,1.8060734442596786,113.20960000000001,10.3041,33.076161,174.1,21.28,6.42,926.212,1.662,144.6771,1539.364344,769.682172,2470.67977212
507,A1 LM,CRAWFORD,2989.0,82.98,0.9279999999999999,2.835,10.115,3.5260000000000002,2,0.679,4,3.0181676345778716,6885.680400000001,1.7833700622018556,102.313225,8.037225,22.785532874999998,165.96,20.23,5.67,839.3427,1.8559999999999999,154.01088,1557.8200511999999,778.9100255999999,2208.209922576
508,A1 LM,CRAWFORD,2989.5,67.264,1.0190000000000001,0.475,8.435,3.217,2,0.67,4,2.8638197017398204,4524.445696,1.7042027890751503,71.149225,0.225625,0.10717187499999999,134.528,16.87,0.95,567.37184,2.0380000000000003,137.084032,1156.30380992,578.15190496,274.622154856
509,A1 LM,CRAWFORD,2990.0,57.068999999999996,1.047,-2.385,7.115,3.157,2,0.66,6,2.748527367486573,3256.8707609999997,1.6332163768679973,50.623225000000005,5.688224999999999,-13.566416624999997,114.13799999999999,14.23,-4.77,406.045935,2.094,119.50248599999998,850.2601878899999,425.13009394499994,-1013.9352740588248
510,A1 LM,CRAWFORD,2990.5,46.873999999999995,1.0659999999999998,-3.97,6.6,3.159,2,0.6509999999999999,6,2.6165738932334293,2197.1718759999994,1.602824543028034,43.559999999999995,15.760900000000001,-62.57077300000001,93.74799999999999,13.2,-7.94,309.36839999999995,2.1319999999999997,99.93536799999997,659.5734287999998,329.7867143999999,-1309.2532561679996
