,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_PE,NM_M_PE_GR,NM_M_PE_GR_PHIND,PE_GR_PHIND,PE_GR_PHIND_DeltaPHI
435,C LM,STUART,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,4,3.679806360954788,33620.156164,1.6465382905797217,54.022499999999994,0.09,-0.026999999999999996,366.716,14.7,-0.6,1347.6813,6.874,1260.402892,9263.9612562,4631.9806281,-1389.59418843
436,C LM,STUART,3026.0,213.99900000000002,0.977,0.2,7.8,3.412,2,0.537,4,3.8247489667939663,45795.57200100001,1.6711816205169887,60.839999999999996,0.04000000000000001,0.008000000000000002,427.99800000000005,15.6,0.4,1669.1922000000002,6.824,1460.3291760000002,11390.5675728,5695.2837864,1139.05675728
437,C LM,STUART,3026.5,220.41299999999998,1.004,0.0,8.0,3.528,2,0.53,4,3.8530913139351726,48581.890568999996,1.681792830507429,64.0,0.0,0.0,440.82599999999996,16.0,0.0,1763.3039999999999,7.056,1555.2341279999998,12441.873023999999,6220.936511999999,0.0
438,C LM,STUART,3027.0,200.30599999999998,1.0270000000000001,0.0,8.0,3.6710000000000003,2,0.522,4,3.7620406992057007,40122.49363599999,1.681792830507429,64.0,0.0,0.0,400.61199999999997,16.0,0.0,1602.4479999999999,7.3420000000000005,1470.646652,11765.173216,5882.586608,0.0
439,C LM,STUART,3027.5,162.149,0.9990000000000001,-0.2,8.5,3.7460000000000004,2,0.515,4,3.5684413949068627,26292.298201,1.7074764851741444,72.25,0.04000000000000001,-0.008000000000000002,324.298,17.0,-0.4,1378.2665,7.492000000000001,1214.820308,10325.972618,5162.986309,-1032.5972618
440,C LM,STUART,3028.0,121.20200000000001,0.95,0.2,9.2,3.892,2,0.507,4,3.318008135809197,14689.924804000004,1.741594148365405,84.63999999999999,0.04000000000000001,0.008000000000000002,242.40400000000002,18.4,0.4,1115.0584000000001,7.784,943.4363680000001,8679.6145856,4339.8072928,867.9614585600001
441,C LM,STUART,3028.5,92.805,0.9159999999999999,1.3,9.95,3.924,2,0.5,4,3.103793674950515,8612.768025000001,1.7760523807358557,99.00249999999998,1.6900000000000002,2.197,185.61,19.9,2.6,923.40975,7.848,728.3336400000001,7246.919718,3623.459859,4710.4978167
442,C LM,STUART,3029.0,77.758,0.894,1.9,10.65,3.9530000000000003,2,0.493,4,2.969520107860417,6046.3065639999995,1.806497654140781,113.42250000000001,3.61,6.858999999999999,155.516,21.3,3.8,828.1227,7.906000000000001,614.7547480000001,6547.138066200001,3273.5690331000005,6219.781162890001
443,C LM,STUART,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,4,2.867633257098977,4572.870129000001,1.8149197829105619,117.7225,8.41,24.389,135.246,21.7,5.8,733.70955,7.778,525.971694,5706.792879899999,2853.3964399499996,8274.849675854999
444,C LM,STUART,3030.0,62.376000000000005,0.873,2.5,11.45,3.799,2,0.478,4,2.8103109806755726,3890.7653760000007,1.8395066901584582,131.1025,6.25,15.625,124.75200000000001,22.9,5.0,714.2052,7.598,473.93284800000004,5426.5311096000005,2713.2655548000002,6783.163887000001
445,C LM,STUART,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,4,2.7769093581757978,3535.8483690000003,1.8314207507423532,126.5625,4.41,9.261000000000001,118.926,22.5,4.2,668.95875,7.546,448.707798,5047.9627275,2523.98136375,5300.360863875
446,C LM,STUART,3031.0,55.211000000000006,0.872,2.7,10.45,3.784,2,0.46299999999999997,4,2.725877929519596,3048.2545210000008,1.797956054815835,109.20249999999999,7.290000000000001,19.683000000000003,110.42200000000001,20.9,5.4,576.95495,7.568,417.83684800000003,4366.3950616,2183.1975308,5894.633333160001
447,C LM,STUART,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,4,2.68181813268507,2675.6825289999997,1.7936392024119796,107.12249999999999,5.289999999999999,12.166999999999998,103.454,20.7,4.6,535.3744499999999,7.574,391.78029799999996,4054.9260842999993,2027.4630421499996,4663.164996944999
448,C LM,STUART,3032.0,52.38,0.858,2.1,10.75,3.7760000000000002,2,0.44799999999999995,4,2.6902421543587653,2743.6644,1.8107234085168835,115.5625,4.41,9.261000000000001,104.76,21.5,4.2,563.085,7.5520000000000005,395.57376000000005,4252.417920000001,2126.2089600000004,4465.038816000001
449,C LM,STUART,3032.5,53.122,0.851,2.5,11.05,3.7239999999999998,2,0.44,4,2.699719257135635,2821.946884,1.8232262689306922,122.10250000000002,6.25,15.625,106.244,22.1,5.0,586.9981,7.4479999999999995,395.652656,4371.9618488,2185.9809244,5464.952310999999
450,C LM,STUART,3033.0,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433,4,2.6755487863188803,2626.0500249999996,1.8314207507423532,126.5625,7.290000000000001,19.683000000000003,102.49,22.5,5.4,576.50625,7.394,378.90553,4262.6872125,2131.34360625,5754.627736875001
451,C LM,STUART,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,4,2.688030945245466,2725.675264,1.8514392510154154,138.0625,2.25,3.375,104.416,23.5,3.0,613.444,7.306,381.431648,4481.821864,2240.910932,3361.3663979999997
452,C LM,STUART,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,4,2.722650679264363,3019.5025000000005,1.863145456356523,145.20250000000001,1.6900000000000002,2.197,109.9,24.1,2.6,662.1475,7.294,400.8053,4829.703865,2414.8519325,3139.3075122500004
453,C LM,STUART,3034.5,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41,4,2.716261333131345,2963.278096000001,1.8612097182041991,144.0,4.0,8.0,108.87200000000001,24.0,4.0,653.2320000000001,7.3,397.38280000000003,4768.5936,2384.2968,4768.5936
454,C LM,STUART,3035.0,54.81100000000001,0.81,1.8,12.1,3.678,2,0.40299999999999997,4,2.7209272581209025,3004.2457210000007,1.8650751797676193,146.41,3.24,5.832000000000001,109.62200000000001,24.2,3.6,663.2131,7.356,403.18971600000003,4878.5955636,2439.2977818,4390.73600724
455,C LM,STUART,3035.5,55.603,0.8009999999999999,1.6,12.2,3.6439999999999997,2,0.396,4,2.7307035569386144,3091.6936090000004,1.8689167555872028,148.83999999999997,2.5600000000000005,4.096000000000001,111.206,24.4,3.2,678.3566,7.287999999999999,405.23466399999995,4943.862900799999,2471.9314503999994,3955.0903206399994
456,C LM,STUART,3036.0,54.288999999999994,0.785,1.3,12.75,3.656,2,0.38799999999999996,4,2.7144257124099607,2947.2955209999996,1.8896333544556798,162.5625,1.6900000000000002,2.197,108.57799999999999,25.5,2.6,692.1847499999999,7.312,396.961168,5061.254892,2530.627446,3289.8156798
457,C LM,STUART,3036.5,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381,4,2.6902421543587653,2743.6644,1.8988289221159418,169.0,4.0,8.0,104.76,26.0,4.0,680.94,7.196000000000001,376.92648,4900.04424,2450.02212,4900.04424
458,C LM,STUART,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,4,2.706339725185951,2877.7860250000003,1.9238895770455096,187.68999999999997,4.0,8.0,107.29,27.4,4.0,734.9365,7.164,384.31278000000003,5265.085086,2632.542543,5265.085086
459,C LM,STUART,3037.5,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366,4,2.7099270815088112,2908.4449,1.9256425534215407,189.0625,4.41,9.261000000000001,107.86,27.5,4.2,741.5375,7.162000000000001,386.24666,5310.891575000001,2655.4457875000003,5576.436153750001
460,C LM,STUART,3038.0,56.071999999999996,0.755,2.9,13.75,3.645,2,0.358,4,2.736443664795307,3144.0691839999995,1.9256425534215407,189.0625,8.41,24.389,112.14399999999999,27.5,5.8,770.9899999999999,7.29,408.76487999999995,5620.517099999999,2810.2585499999996,8149.749794999999
461,C LM,STUART,3038.5,59.016999999999996,0.75,4.0,13.7,3.694,2,0.35100000000000003,4,2.7716876219931965,3483.0062889999995,1.9238895770455096,187.68999999999997,16.0,64.0,118.03399999999999,27.4,8.0,808.5328999999999,7.388,436.01759599999997,5973.4410652,2986.7205326,11946.8821304
462,C LM,STUART,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.34299999999999997,4,2.8076941749214797,3861.8767359999997,1.9377813785625346,198.81,19.360000000000003,85.18400000000003,124.288,28.2,8.8,876.2303999999999,7.3,453.65119999999996,6396.481919999999,3198.2409599999996,14072.260224
463,C LM,STUART,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,4,2.837378059763521,4200.854595999999,1.941208061049447,201.64,23.04,110.59199999999998,129.628,28.4,9.6,920.3587999999999,7.32,474.43847999999997,6737.026415999999,3368.5132079999994,16168.863398399997
464,C LM,STUART,3040.0,66.705,0.7140000000000001,5.6,14.6,3.6889999999999996,2,0.32799999999999996,4,2.8578510982207734,4449.557025,1.9547364617534917,213.16,31.359999999999996,175.61599999999996,133.41,29.2,11.2,973.8929999999999,7.377999999999999,492.14948999999996,7185.382553999999,3592.6912769999994,20119.071151199994
465,C LM,STUART,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,4,2.867049994168875,4565.4346239999995,1.9825863919150433,238.7025,42.25,274.625,135.136,30.9,13.0,1043.9256,7.348,496.48966399999995,7670.765308799999,3835.3826543999994,24929.987253599997
466,C LM,STUART,3041.0,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313,4,2.8682691382958043,4580.988489000001,1.9889716159288189,244.9225,44.89,300.76300000000003,135.366,31.3,13.4,1059.2389500000002,7.206,487.72369800000007,7632.875873700002,3816.437936850001,25570.134176895008
467,C LM,STUART,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,4,2.8682691382958043,4580.988489000001,1.9809804072907224,237.16000000000003,36.0,216.0,135.366,30.8,12.0,1042.3182000000002,7.124,482.173692,7425.4748568,3712.7374284,22276.424570400002
468,C LM,STUART,3042.0,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299,4,2.8682691382958043,4580.988489000001,1.9761388711204806,232.5625,32.49,185.193,135.366,30.5,11.4,1032.1657500000001,7.14,483.25662000000005,7369.663455000001,3684.8317275000004,21003.540846750002
469,C LM,STUART,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004,4,2.8682691382958043,4580.988489000001,1.9745170898028677,231.04,36.0,216.0,135.366,30.4,12.0,1028.7816,7.206,487.72369800000007,7413.4002096,3706.7001048,22240.2006288
470,C LM,STUART,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,4,2.8682691382958043,4580.988489000001,1.9889716159288189,244.9225,26.009999999999998,132.65099999999998,135.366,31.3,10.2,1059.2389500000002,7.074,478.78954200000004,7493.056332300001,3746.5281661500003,19107.293647365
471,C LM,STUART,3043.5,67.683,0.882,4.9,15.75,3.5469999999999997,2,0.276,4,2.8682691382958043,4580.988489000001,1.9921413018651277,248.0625,24.010000000000005,117.64900000000003,135.366,31.5,9.8,1066.00725,7.093999999999999,480.14320200000003,7562.255431500001,3781.1277157500003,18527.525807175003
472,C LM,STUART,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.26899999999999996,4,2.8682691382958043,4580.988489000001,1.993720487648747,249.64000000000001,19.360000000000003,85.18400000000003,135.366,31.6,8.8,1069.3914000000002,7.066,478.248078,7556.319632400001,3778.1598162000005,16623.903191280002
473,C LM,STUART,3044.5,67.683,1.0170000000000001,3.5,16.25,3.495,2,0.261,4,2.8682691382958043,4580.988489000001,2.007767136435218,264.0625,12.25,42.875,135.366,32.5,7.0,1099.84875,6.99,473.10417000000007,7687.942762500001,3843.9713812500004,13453.899834375
474,A1 LM,CRAWFORD,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,5,2.6548162602214993,2467.6056249999997,1.8283607220921576,124.88062500000001,15.249024999999998,59.54744262499999,99.35,22.35,7.81,555.118125,6.53,324.37775,3624.92135625,1812.460678125,7077.658948078125
475,A1 LM,CRAWFORD,2973.0,34.435,0.879,3.085,8.175,3.8310000000000004,2,0.991,8,2.4224232260538954,1185.7692250000002,1.6909156368959273,66.83062500000001,9.517225,29.360639125,68.87,16.35,6.17,281.50612500000005,7.662000000000001,263.84097,2156.8999297500004,1078.4499648750002,3327.0181416393757
476,A1 LM,CRAWFORD,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,8,2.261955808073488,685.287684,1.4912194995350982,24.453025000000004,6.838225000000001,17.881958375000004,52.356,9.89,5.23,129.45021,8.612,225.444936,1114.8252085200002,557.4126042600001,1457.6339601399004
477,A1 LM,CRAWFORD,2974.0,19.463,0.9670000000000001,0.82,3.82,4.578,2,0.972,8,2.100402108873111,378.808369,1.3980279069350534,14.5924,0.6723999999999999,0.5513679999999999,38.926,7.64,1.64,74.34866,9.156,178.20322800000002,680.73633096,340.36816548,279.1018956936
478,A1 LM,CRAWFORD,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.9620000000000001,8,2.094903733229367,370.9476000000001,1.3803100696313728,13.1769,0.1024,0.032768000000000005,38.52,7.26,0.64,69.91380000000001,9.286,178.84836,649.2195468,324.6097734,103.875127488
479,A1 LM,CRAWFORD,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,8,2.1143459010888974,399.400225,1.4416868484808525,18.6624,0.0036,0.00021599999999999996,39.97,8.64,0.12,86.3352,9.228,184.42157999999998,796.7012255999999,398.35061279999996,23.901036767999997
480,A1 LM,CRAWFORD,2975.5,22.298000000000002,1.002,-0.01,5.5,4.4910000000000005,2,0.943,8,2.173033781312168,497.20080400000006,1.531407156804393,30.25,0.0001,-1.0000000000000002e-06,44.596000000000004,11.0,-0.02,122.63900000000001,8.982000000000001,200.28063600000004,1101.5434980000002,550.7717490000001,-5.507717490000001
481,A1 LM,CRAWFORD,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,8,2.2273184527919265,605.701321,1.6189714279184273,47.1969,0.0025000000000000005,0.00012500000000000003,49.222,13.74,0.1,169.07757,8.738,215.050918,1477.39980666,738.69990333,36.9349951665
482,A1 LM,CRAWFORD,2976.5,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915,8,2.2288102188258847,608.954329,1.6230797806835924,48.1636,0.0961,0.029790999999999998,49.354,13.88,0.62,171.25838000000002,8.094,199.735638,1386.16532772,693.08266386,214.8556257966
483,A1 LM,CRAWFORD,2977.0,24.945999999999998,0.667,0.965,5.915,3.8930000000000002,2,0.9059999999999999,6,2.2348595215016225,622.3029159999999,1.5595118792119096,34.987225,0.931225,0.8986321249999999,49.891999999999996,11.83,1.93,147.55559,7.7860000000000005,194.229556,1148.86782374,574.43391187,554.32872495455
484,A1 LM,CRAWFORD,2977.5,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999,6,2.3267726733515817,859.0760999999999,1.5747759693135557,37.822500000000005,4.4521,9.393930999999998,58.62,12.3,4.22,180.2565,7.04,206.3424,1269.00576,634.50288,1338.8010768
485,A1 LM,CRAWFORD,2978.0,37.321999999999996,0.522,3.375,8.445,3.125,2,0.887,5,2.4716742160281937,1392.9316839999997,1.7047076633088964,71.318025,11.390625,38.443359375,74.64399999999999,16.89,6.75,315.18429,6.25,233.26249999999996,1969.9018124999998,984.9509062499999,3324.2093085937495
486,A1 LM,CRAWFORD,2978.5,42.141999999999996,0.51,3.985,10.785,2.843,2,0.877,5,2.547878920168323,1775.9481639999997,1.8121954571002006,116.316225,15.880225,63.28269662499999,84.28399999999999,21.57,7.97,454.50147,5.686,239.61941199999998,2584.29535842,1292.14767921,5149.2085016518495
487,A1 LM,CRAWFORD,2979.0,52.434,0.49200000000000005,4.42,13.15,2.674,2,0.868,5,2.69093524784776,2749.3243559999996,1.9042827712537205,172.9225,19.5364,86.350888,104.868,26.3,8.84,689.5071,5.348,280.417032,3687.4839708000004,1843.7419854000002,8149.3395754680005
488,A1 LM,CRAWFORD,2979.5,63.181000000000004,0.473,5.18,14.13,2.6439999999999997,2,0.858,5,2.8193346171970846,3991.8387610000004,1.93881129196281,199.65690000000004,26.832399999999996,138.991832,126.36200000000001,28.26,10.36,892.7475300000001,5.287999999999999,334.10112799999996,4720.84893864,2360.42446932,12226.998751077599
489,A1 LM,CRAWFORD,2980.0,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001,4,2.886341339915382,4817.054025,1.9533962234190438,211.99360000000001,30.470399999999994,168.19660799999997,138.81,29.12,11.04,1010.5368000000001,5.3260000000000005,369.65103000000005,5382.118996800001,2691.0594984000004,14854.648431168001
490,A1 LM,CRAWFORD,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,4,2.969777851774351,6050.506224999999,1.9660187227026953,223.2036,33.872400000000006,197.13736800000004,155.57,29.88,11.64,1162.1079,5.36,416.9276,6228.898343999999,3114.4491719999996,18126.09418104
491,A1 LM,CRAWFORD,2981.0,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83,4,3.023581605136894,6985.114929000002,1.9808195938456106,237.006025,35.581224999999996,212.242007125,167.15400000000002,30.79,11.93,1286.6679150000002,5.332000000000001,445.6325640000001,6860.5133227800015,3430.2566613900008,20461.480985191352
492,A1 LM,CRAWFORD,2981.5,84.05799999999999,0.513,6.025,15.855,2.622,2,0.821,4,3.0279225556996012,7065.747363999999,1.9954532689123314,251.38102500000002,36.300625000000004,218.71126562500004,168.11599999999999,31.71,12.05,1332.73959,5.244,440.80015199999997,6988.88640996,3494.44320498,21054.0203100045
493,A1 LM,CRAWFORD,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999,4,3.007563937899922,6694.512399999999,2.0015606722760184,257.6025,35.4025,210.644875,163.64,32.1,11.9,1313.211,5.218,426.93675999999994,6852.334997999999,3426.1674989999997,20385.69661905
494,A1 LM,CRAWFORD,2982.5,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802,4,2.9930965782890104,6441.186049000001,2.003117702369927,259.21000000000004,32.9476,189.11922400000003,160.514,32.2,11.48,1292.1377000000002,5.252000000000001,421.5097640000001,6786.307200400001,3393.1536002000007,19476.701665148004
495,A1 LM,CRAWFORD,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,4,2.9891355688716255,6373.307889,1.9910336332123975,246.96122499999998,26.368225,135.40083537499999,159.666,31.43,10.27,1254.575595,5.324,425.030892,6679.360467779999,3339.6802338899997,17149.258001025148
496,A1 LM,CRAWFORD,2983.5,80.32300000000001,0.583,4.565,15.275,2.693,2,0.7829999999999999,4,2.9937117379753544,6451.784329000001,1.976948266691003,233.325625,20.839225000000003,95.13106212500003,160.64600000000002,30.55,9.13,1226.933825,5.386,432.619678,6608.26558145,3304.132790725,15083.366189659628
497,A1 LM,CRAWFORD,2984.0,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774,4,3.0337233894344755,7174.767615999999,1.9733794606522463,229.97722499999998,19.053225,83.16732712500001,169.408,30.33,8.73,1284.5361599999999,5.422000000000001,459.265088,6964.755059519999,3482.3775297599996,15200.5779174024
498,A1 LM,CRAWFORD,2984.5,96.67399999999999,0.596,4.725,15.565,2.7439999999999998,2,0.764,4,3.1356488531651796,9345.862275999998,1.9862654175401062,242.26922499999998,22.325624999999995,105.48857812499998,193.34799999999998,31.13,9.45,1504.7308099999998,5.4879999999999995,530.5469119999999,8257.962685279997,4128.981342639999,19509.436843973992
499,A1 LM,CRAWFORD,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,4,3.2579496195892177,12692.726244000001,1.9908752438365602,246.80410000000003,23.8144,116.214272,225.324,31.42,9.76,1769.9200200000002,5.648,636.314976,9996.50827296,4998.25413648,24391.4801860224
500,A1 LM,CRAWFORD,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,4,3.386243831564013,17288.042256,1.9873810735805804,243.35999999999999,26.1121,133.43283100000002,262.968,31.2,10.22,2051.1504,5.87,771.8110800000001,12040.252848,6020.126424,30762.846026640003
501,A1 LM,CRAWFORD,2986.0,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736,4,3.428488156791903,19090.672560999996,1.971261485837201,228.01,28.4089,151.41943700000002,276.33799999999997,30.2,10.66,2086.3518999999997,6.0,829.0139999999999,12518.111399999998,6259.055699999999,33360.766880999996
502,A1 LM,CRAWFORD,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,4,3.408942118744162,18237.152024999996,1.9500335044214776,209.09160000000003,26.009999999999998,132.65099999999998,270.09,28.92,10.2,1952.7506999999998,6.096,823.2343199999999,11903.9682672,5951.9841336,30355.119081359997
503,A1 LM,CRAWFORD,2987.0,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001,4,3.293958301060256,13859.411076,1.9102283785201675,177.289225,19.492225,86.058173375,235.452,26.63,8.83,1567.52169,6.194,729.194844,9709.229347859999,4854.614673929999,21433.12378540095
504,A1 LM,CRAWFORD,2987.5,98.382,0.7290000000000001,3.395,11.695,3.193,2,0.708,4,3.149407894358212,9679.017924000002,1.8492688597151898,136.77302500000002,11.526025,39.130854875,196.764,23.39,6.79,1150.5774900000001,6.386,628.267452,7347.587851140001,3673.7939255700003,12472.530377310151
505,A1 LM,CRAWFORD,2988.0,91.348,0.7709999999999999,3.235,10.985,3.3080000000000003,2,0.698,4,3.091539222652952,8344.457104,1.8205391190071445,120.67022499999999,10.465224999999998,33.855002875,182.696,21.97,6.47,1003.45778,6.6160000000000005,604.358368,6638.87667248,3319.43833624,10738.3830177364
506,A1 LM,CRAWFORD,2988.5,87.05,0.831,3.21,10.64,3.4930000000000003,2,0.6890000000000001,4,3.0545145194349033,7577.702499999999,1.8060734442596786,113.20960000000001,10.3041,33.076161,174.1,21.28,6.42,926.212,6.986000000000001,608.1313,6470.517032000001,3235.2585160000003,10385.179836360001
507,A1 LM,CRAWFORD,2989.0,82.98,0.9279999999999999,2.835,10.115,3.5260000000000002,2,0.679,4,3.0181676345778716,6885.680400000001,1.7833700622018556,102.313225,8.037225,22.785532874999998,165.96,20.23,5.67,839.3427,7.0520000000000005,585.17496,5919.044720400001,2959.5223602000005,8390.245891167002
508,A1 LM,CRAWFORD,2989.5,67.264,1.0190000000000001,0.475,8.435,3.217,2,0.67,4,2.8638197017398204,4524.445696,1.7042027890751503,71.149225,0.225625,0.10717187499999999,134.528,16.87,0.95,567.37184,6.434,432.776576,3650.47041856,1825.23520928,866.9867244079999
509,A1 LM,CRAWFORD,2990.0,57.068999999999996,1.047,-2.385,7.115,3.157,2,0.66,6,2.748527367486573,3256.8707609999997,1.6332163768679973,50.623225000000005,5.688224999999999,-13.566416624999997,114.13799999999999,14.23,-4.77,406.045935,6.314,360.333666,2563.77403359,1281.887016795,-3057.3005350560743
510,A1 LM,CRAWFORD,2990.5,46.873999999999995,1.0659999999999998,-3.97,6.6,3.159,2,0.6509999999999999,6,2.6165738932334293,2197.1718759999994,1.602824543028034,43.559999999999995,15.760900000000001,-62.57077300000001,93.74799999999999,13.2,-7.94,309.36839999999995,6.318,296.149932,1954.5895511999997,977.2947755999999,-3879.8602591319996
511,A1 LM,CRAWFORD,2991.0,39.325,1.06,-3.69,7.15,3.2239999999999998,2,0.642,6,2.5041894572985606,1546.4556250000003,1.635221205655121,51.1225,13.6161,-50.243409,78.65,14.3,-7.38,281.17375000000004,6.4479999999999995,253.5676,1813.00834,906.50417,-3345.0003873
512,A1 LM,CRAWFORD,2991.5,43.946000000000005,1.042,-2.73,7.29,3.272,2,0.632,6,2.574718999797524,1931.2509160000004,1.6431676725154984,53.1441,7.4529,-20.346417,87.89200000000001,14.58,-5.46,320.36634000000004,6.544,287.582624,2096.4773289600002,1048.2386644800001,-2861.6915540304003
513,A1 LM,CRAWFORD,2992.0,51.73,1.005,-0.9,7.98,3.29,2,0.623,6,2.6818570160507447,2675.9928999999997,1.6807407231233218,63.680400000000006,0.81,-0.7290000000000001,103.46,15.96,-1.8,412.8054,6.58,340.3834,2716.259532,1358.129766,-1222.3167894
514,A1 LM,CRAWFORD,2992.5,58.373999999999995,0.956,1.46,9.41,3.2769999999999997,2,0.613,6,2.7641070805395174,3407.5238759999993,1.7514486375670837,88.5481,2.1315999999999997,3.1121359999999996,116.74799999999999,18.82,2.92,549.2993399999999,6.553999999999999,382.58319599999993,3600.107874359999,1800.0539371799996,2628.0787482827996
515,A1 LM,CRAWFORD,2993.0,67.75399999999999,0.904,3.985,11.545,3.2960000000000003,2,0.604,5,2.8690210518026005,4590.6045159999985,1.8433104463454877,133.287025,15.880225,63.28269662499999,135.50799999999998,23.09,7.97,782.2199299999999,6.5920000000000005,446.634368,5156.39377856,2578.19688928,10274.1146037808
516,A1 LM,CRAWFORD,2993.5,71.206,0.8740000000000001,5.045,12.915,3.3280000000000003,2,0.594,4,2.904886361030166,5070.294436,1.89571742757545,166.79722499999997,25.452025,128.405466125,142.412,25.83,10.09,919.62549,6.656000000000001,473.94713600000006,6121.02726144,3060.51363072,15440.2912669824
517,A1 LM,CRAWFORD,2994.0,69.188,0.852,4.86,12.85,3.33,2,0.585,4,2.8840825985757155,4786.979344,1.8933276699470127,165.1225,23.619600000000002,114.79125600000002,138.376,25.7,9.72,889.0658,6.66,460.79208,5921.178228,2960.589114,14388.46309404
518,A1 LM,CRAWFORD,2994.5,58.452,0.841,3.455,11.265,3.332,2,0.575,4,2.7650299760218786,3416.6363039999997,1.832030919326331,126.900225,11.937025,41.242421375,116.904,22.53,6.91,658.46178,6.664,389.52412799999996,4387.98930192,2193.99465096,7580.2515190668
519,A1 LM,CRAWFORD,2995.0,38.715,0.816,2.185,9.855,3.365,2,0.5660000000000001,6,2.494421354994779,1498.8512250000003,1.7717977961574658,97.121025,4.774225,10.431681625000001,77.43,19.71,4.37,381.53632500000003,6.73,260.55195000000003,2567.7394672500004,1283.8697336250002,2805.2553679706257
520,A1 LM,CRAWFORD,2995.5,30.541,0.8009999999999999,0.96,8.76,3.4760000000000004,2,0.557,8,2.3508277749667847,932.752681,1.7203865023272382,76.7376,0.9216,0.8847359999999999,61.082,17.52,1.92,267.53916,6.952000000000001,212.32103200000003,1859.9322403200001,929.9661201600001,892.7674753536
521,A1 LM,CRAWFORD,2996.0,21.684,0.792,-0.04,8.28,3.7739999999999996,2,0.547,8,2.157917562766928,470.19585600000005,1.6963192252602786,68.55839999999999,0.0016,-6.400000000000001e-05,43.368,16.56,-0.08,179.54352,7.547999999999999,163.670832,1355.1944889599997,677.5972444799999,-27.103889779199996
522,A1 LM,CRAWFORD,2996.5,21.252,0.7929999999999999,-0.505,9.225,4.041,2,0.5379999999999999,8,2.1470885296140576,451.64750399999997,1.7427760928178606,85.100625,0.255025,-0.12878762500000002,42.504,18.45,-1.01,196.04969999999997,8.082,171.758664,1584.4736754,792.2368377,-400.0796030385
523,A1 LM,CRAWFORD,2997.0,23.116999999999997,0.7929999999999999,-0.555,9.895,4.292,2,0.528,8,2.19271843679804,534.3956889999998,1.7735929330049682,97.911025,0.30802500000000005,-0.17095387500000003,46.233999999999995,19.79,-1.11,228.74271499999998,8.584,198.43632799999997,1963.5274655599997,981.7637327799998,-544.8788716928999
524,A1 LM,CRAWFORD,2997.5,28.85,0.7909999999999999,-0.46,9.89,4.371,2,0.519,8,2.317589178607441,832.3225000000001,1.7733688388779356,97.81210000000002,0.2116,-0.097336,57.7,19.78,-0.92,285.3265,8.742,252.20670000000004,2494.3242630000004,1247.1621315000002,-573.6945804900001
525,A1 LM,CRAWFORD,2998.0,36.226,0.7879999999999999,-0.085,9.175,4.112,2,0.509,6,2.4533250636390194,1312.323076,1.7404097925983386,84.180625,0.007225000000000001,-0.0006141250000000001,72.452,18.35,-0.17,332.37355,8.224,297.922624,2733.4400752,1366.7200376,-116.17120319600001
