Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
6,37.080999999999996,1.2690000000000001,5.612,2.847,-99999.0,0.69,2
6,35.89,1.347,4.4319999999999995,3.977,-99999.0,0.679,2
6,33.215,1.347,3.742,4.663,-99999.0,0.667,2
6,33.306999999999995,1.287,4.787,3.8105,-99999.0,0.655,2
6,35.619,1.204,4.842,4.388,-99999.0,0.643,2
5,36.917,1.02,4.677,5.6255,-99999.0,0.631,2
6,33.366,1.026,5.255,6.3825,-99999.0,0.619,2
6,26.31,1.217,4.02,6.233,-99999.0,0.607,2
6,23.061,1.3530000000000002,2.136,6.501,-99999.0,0.595,2
9,20.498,1.505,1.321,6.4785,-99999.0,0.583,2
9,19.037,1.4509999999999998,2.056,7.122000000000001,-99999.0,0.5710000000000001,2
9,19.16,1.162,2.5860000000000003,7.607,-99999.0,0.56,2
9,20.461,1.031,2.503,8.6935,-99999.0,0.5479999999999999,2
9,23.425,0.7909999999999999,4.0169999999999995,9.9725,-99999.0,0.536,2
9,31.561999999999998,0.759,5.805,9.5265,-99999.0,0.524,2
9,43.298,0.759,6.603,8.8445,-99999.0,0.512,2
6,60.57899999999999,0.77,7.675,8.3355,-99999.0,0.5,2
4,65.001,0.737,8.472999999999999,9.2295,-99999.0,0.488,2
4,65.014,0.677,9.904,12.311,-99999.0,0.47600000000000003,2
4,61.49,0.688,10.134,12.140999999999998,-99999.0,0.46399999999999997,2
4,63.556999999999995,0.721,11.019,12.1385,-99999.0,0.452,2
4,66.737,0.693,11.581,12.1595,-99999.0,0.44,2
4,69.863,0.6829999999999999,10.454,12.915999999999999,-99999.0,0.429,2
4,79.245,0.677,10.619000000000002,12.9435,-99999.0,0.41700000000000004,2
4,86.023,0.688,10.949000000000002,11.7335,-99999.0,0.405,2
6,101.037,0.732,10.179,12.0085,-99999.0,0.39299999999999996,2
6,153.374,0.748,8.198,13.439,-99999.0,0.381,2
6,144.11700000000002,0.672,9.187999999999999,13.439,-99999.0,0.369,2
4,245.36,0.721,9.642000000000001,13.927,-99999.0,0.35700000000000004,2
2,118.439,0.674493717,6.3,9.95,3.6310000000000002,1.0,1
2,92.55,0.645225712,9.9,13.05,3.45,0.987,1
2,102.16799999999999,0.630020851,12.0,14.5,3.364,0.9740000000000001,1
2,88.898,0.60031933,15.1,16.05,3.187,0.961,1
2,85.493,0.57863921,13.6,15.9,3.0989999999999998,0.9470000000000001,1
2,82.802,0.5699588179999999,13.0,14.9,3.069,0.934,1
2,84.257,0.576456532,12.7,14.35,3.077,0.9209999999999999,1
2,85.34899999999999,0.592731766,12.8,14.7,3.1010000000000004,0.9079999999999999,1
2,84.31700000000001,0.6106601629999999,13.5,15.15,3.0780000000000003,0.895,1
2,83.495,0.6237659999999999,13.4,15.1,3.062,0.882,1
2,83.696,0.630427875,12.7,14.75,3.074,0.868,1
2,82.766,0.631342286,12.6,14.4,3.114,0.855,1
2,85.311,0.629817196,12.3,13.95,3.133,0.8420000000000001,1
2,87.29700000000001,0.627365857,12.1,13.65,3.136,0.8290000000000001,1
2,85.494,0.622317661,11.6,13.3,3.173,0.816,1
2,82.90700000000001,0.613841822,11.3,13.05,3.179,0.8029999999999999,1
2,84.398,0.602819342,10.3,12.75,3.1210000000000004,0.789,1
2,81.723,0.592176757,9.2,12.6,3.077,0.7759999999999999,1
2,83.501,0.5835388189999999,8.0,12.3,3.0580000000000003,0.763,1
2,88.667,0.575072326,7.6,12.3,3.0669999999999997,0.75,1
2,93.12899999999999,0.562887381,8.0,12.8,3.105,0.737,1
2,90.255,0.542202782,8.8,13.4,3.127,0.7240000000000001,1
2,87.152,0.510276844,9.6,13.8,3.154,0.711,1
1,76.105,0.469085299,9.5,13.55,3.2110000000000003,0.6970000000000001,1
1,68.911,0.419460073,9.0,12.9,3.281,0.684,1
1,60.968,0.366982976,9.1,12.25,3.2510000000000003,0.6709999999999999,1
1,58.121,0.314709693,9.6,11.8,3.167,0.6579999999999999,1
1,58.57,0.260548373,9.2,12.3,3.159,0.645,1
1,57.287,0.21192108399999998,8.4,13.0,3.1189999999999998,0.632,1
1,60.771,0.17231096899999998,7.5,14.25,3.022,0.618,1
1,64.14699999999999,0.1430148,6.7,15.75,2.928,0.605,1
1,61.211000000000006,0.12352498099999999,5.5,16.95,2.892,0.5920000000000001,1
1,63.105,0.111262514,4.2,17.8,2.892,0.579,1
1,54.482,0.09933527800000001,3.6,17.2,2.895,0.5529999999999999,1
1,57.7,0.095866453,4.4,16.6,2.886,0.539,1
1,62.74,0.091666958,5.0,16.7,2.8810000000000002,0.526,1
1,61.915,0.08421868699999999,4.9,17.35,2.838,0.513,1
1,60.425,0.071882007,4.4,18.6,2.7539999999999996,0.5,1
1,58.016999999999996,0.055760465,3.8,19.6,2.6860000000000004,0.48700000000000004,1
1,55.815,0.03702788,4.0,20.1,2.617,0.474,1
1,58.413000000000004,-0.004364805,2.3,20.25,2.574,0.434,1
1,60.306000000000004,-0.011441043,2.2,19.9,2.571,0.42100000000000004,1
1,60.198,-0.015922966,2.3,19.95,2.556,0.408,1
1,56.657,-0.019088062,2.8,20.1,2.552,0.395,1
1,59.458999999999996,-0.022733787999999998,2.9,20.25,2.5140000000000002,0.382,1
1,59.586000000000006,-0.025949097,3.1,20.45,2.508,0.368,1
1,58.077,-0.025949097,3.3,20.65,2.516,0.355,1
1,59.244,-0.019088062,3.4,20.5,2.5810000000000004,0.342,1
1,60.552,-0.002613616,3.3,20.45,2.589,0.32899999999999996,1
2,63.458,0.02201574,3.6,20.2,2.6289999999999996,0.316,1
2,66.977,0.055378330999999996,4.2,20.1,2.694,0.303,1
2,74.958,0.095518042,4.3,19.55,2.702,0.289,1
2,80.42,0.13893394,3.8,18.3,2.694,0.276,1
2,86.667,0.181843588,4.9,17.05,2.7260000000000004,0.263,1
1,92.34299999999999,0.222196046,6.0,16.7,2.7689999999999997,0.25,1
1,79.336,0.283074975,7.4,17.9,2.844,0.22399999999999998,1
1,70.243,0.292034436,7.0,17.2,2.892,0.21100000000000002,1
1,63.513000000000005,0.28735377300000003,7.1,15.75,2.8819999999999997,0.19699999999999998,1
1,65.541,0.273464273,6.3,15.35,2.892,0.184,1
1,66.595,0.25959387899999997,5.6,15.4,2.912,0.171,1
1,71.108,0.249931757,5.2,15.9,2.835,0.158,1
2,75.609,0.247482261,5.1,16.25,2.781,0.145,1
2,81.872,0.255272505,5.1,16.15,2.7769999999999997,0.132,1
3,90.061,0.273464273,6.4,16.2,2.8169999999999997,0.11800000000000001,1
2,95.985,0.300812794,6.0,18.3,2.74,0.105,1
2,97.149,0.33405144,2.8,23.5,2.635,0.092,1
2,95.986,0.37069809299999995,5.0,25.9,2.662,0.079,1
2,88.553,0.407560849,3.4,24.8,2.735,0.066,1
2,86.023,0.471291711,7.0,15.6,2.9560000000000004,0.039,1
2,88.06,0.503245771,9.7,13.25,3.158,0.026000000000000002,1
8,85.898,0.5404546139999999,5.1,16.05,3.0989999999999998,0.013000000000000001,1
8,79.42699999999999,0.581038949,2.3,19.75,3.154,1.0,2
8,64.6,0.620552445,2.9,20.95,3.2769999999999997,0.977,2
8,58.806000000000004,0.655138435,1.0,18.8,3.5639999999999996,0.955,2
8,49.85,0.688330818,0.8,13.3,3.9960000000000004,0.932,2
8,49.848,0.719911064,1.6,10.2,4.547,0.909,2
8,60.413999999999994,0.7518946879999999,2.9,8.75,4.857,0.8859999999999999,2
8,73.64699999999999,0.787956123,2.4,9.1,4.925,0.8640000000000001,2
4,87.87799999999999,0.824646415,2.3,9.25,4.86,0.841,2
4,92.819,0.855761372,3.5,8.75,4.534,0.818,2
4,94.398,0.87875152,5.1,8.65,4.305,0.795,2
4,95.024,0.891983231,8.7,8.85,4.131,0.773,2
4,86.084,0.8924285470000001,11.6,8.8,3.967,0.75,2
4,89.32,0.885021795,11.8,8.7,3.839,0.727,2
6,95.088,0.877025616,10.7,8.85,3.898,0.705,2
6,102.887,0.875813389,10.5,8.75,3.9730000000000003,0.682,2
4,96.204,0.884398826,8.0,10.0,3.6830000000000003,0.659,2
6,84.08200000000001,0.9045532629999999,-0.4,13.8,3.45,0.636,2
6,72.325,0.924434364,-0.9,14.85,3.427,0.614,2
8,53.93899999999999,0.940516485,-3.0,13.9,3.358,0.591,2
8,44.042,0.9608511540000001,-4.4,10.6,3.343,0.568,2
8,47.244,0.99237676,-2.7,7.55,3.528,0.545,2
6,54.919,1.033463966,-1.1,6.75,3.841,0.523,2
6,66.39699999999999,1.081995025,-0.6,6.5,3.985,0.5,2
6,77.704,1.120705516,-0.3,6.55,4.171,0.47700000000000004,2
6,84.14399999999999,1.14245204,0.8,6.3,4.313,0.455,2
6,82.835,1.147026715,2.1,6.05,4.365,0.43200000000000005,2
5,77.283,1.141575183,3.3,6.25,4.362,0.409,2
5,74.363,1.132483825,5.5,6.65,4.305,0.386,2
5,75.024,1.126423654,7.8,7.1,4.188,0.364,2
5,77.016,1.12083706,8.3,7.25,4.147,0.341,2
5,79.22399999999999,1.1119678370000001,6.7,6.65,4.128,0.318,2
6,77.067,1.09961159,4.6,6.2,4.203,0.295,2
8,71.623,1.086644521,3.3,5.95,4.296,0.273,2
8,63.68,1.07773118,2.2,6.3,4.436,0.25,2
8,66.183,1.073498399,1.9,6.85,4.525,0.22699999999999998,2
8,68.669,1.074560468,1.7,7.05,4.633,0.205,2
6,76.803,1.08546897,1.9,6.65,4.612,0.182,2
6,81.08800000000001,1.107345665,1.9,6.25,4.6,0.159,2
5,85.869,1.13219563,2.3,5.75,4.5489999999999995,0.136,2
6,81.391,1.146314122,3.6,5.3,4.442,0.114,2
6,75.87100000000001,1.115244285,4.2,5.3,4.256,0.091,2
6,69.179,1.02341709,3.4,6.0,4.001,0.068,2
6,73.616,0.8887409609999999,2.9,7.05,3.812,0.045,2
6,73.916,0.7701890229999999,2.4,8.9,3.542,0.023,2
3,87.40799999999999,0.678700435,-1.8,14.4,3.1010000000000004,1.0,1
3,122.568,0.578753784,-16.4,71.7,0.99,0.955,1
2,120.345,0.568319085,2.0,84.4,0.833,0.9390000000000001,1
2,109.836,0.56205483,1.5,81.65,0.852,0.924,1
2,94.62299999999999,0.566437492,-10.3,65.85,1.234,0.909,1
2,85.419,0.593396842,-14.5,50.85,1.787,0.894,1
2,79.45100000000001,0.649042634,-13.6,39.4,2.36,0.879,1
2,73.811,0.728678367,-11.0,31.6,2.806,0.8640000000000001,1
2,69.518,0.812646016,-5.5,23.85,3.236,0.848,1
2,62.166000000000004,0.8794972870000001,-1.7,17.85,3.542,0.833,1
2,59.183,0.90982337,2.2,13.5,3.762,0.818,1
2,61.178000000000004,0.8991636409999999,3.9,10.35,3.803,0.8029999999999999,1
2,63.123999999999995,0.870637963,6.5,8.15,3.8,0.7879999999999999,1
2,68.801,0.837272703,9.7,7.45,3.7760000000000002,0.773,1
2,74.956,0.806451323,8.2,11.0,3.6889999999999996,0.758,1
2,73.741,0.779307828,11.0,13.0,3.693,0.742,1
2,70.887,0.7578513440000001,7.2,15.9,3.59,0.727,1
2,66.10600000000001,0.738859802,6.9,16.25,3.5980000000000003,0.7120000000000001,1
2,61.301,0.720655357,6.1,15.55,3.5439999999999996,0.6970000000000001,1
2,62.446999999999996,0.70612011,7.1,12.65,3.7310000000000003,0.682,1
2,66.43,0.6974908870000001,9.0,10.4,3.8110000000000004,0.667,1
2,66.115,0.6966184590000001,3.6,14.0,3.675,0.652,1
2,69.423,0.698883137,0.5,17.65,3.533,0.636,1
2,69.913,0.697316542,0.2,17.8,3.5639999999999996,0.621,1
2,69.283,0.6923180440000001,1.3,15.35,3.592,0.606,1
3,66.611,0.683317262,6.0,11.7,3.575,0.591,1
3,65.69800000000001,0.671265433,7.5,10.45,3.552,0.5760000000000001,1
1,60.898,0.651181062,6.7,9.05,3.4819999999999998,0.561,1
1,54.422,0.623869268,4.1,8.15,3.375,0.545,1
1,52.522,0.589502796,2.1,8.05,3.292,0.53,1
1,47.696999999999996,0.546048866,0.7,8.75,3.2310000000000003,0.515,1
1,49.446999999999996,0.497067936,1.1,9.05,3.301,0.5,1
1,51.292,0.44106640700000005,2.5,8.85,3.3560000000000003,0.485,1
1,50.455,0.386498966,3.5,9.15,3.364,0.47,1
1,49.663999999999994,0.334654767,4.4,10.4,3.3110000000000004,0.455,1
1,51.81399999999999,0.285782274,5.1,12.05,3.228,0.439,1
1,50.33,0.237543738,5.1,13.65,3.093,0.424,1
1,55.273,0.19451434199999998,5.0,15.0,2.925,0.409,1
1,57.158,0.15715444,4.5,16.15,2.785,0.39399999999999996,1
1,58.471000000000004,0.12352498099999999,4.9,17.15,2.7230000000000003,0.379,1
1,60.956,0.09482038,4.8,17.7,2.697,0.364,1
1,61.141999999999996,0.070776463,4.2,18.3,2.653,0.348,1
1,65.743,0.050766310999999995,3.2,19.0,2.6510000000000002,0.33299999999999996,1
1,62.268,0.034227261,3.3,19.15,2.657,0.318,1
1,60.073,0.021189298999999998,2.9,19.45,2.67,0.303,1
1,58.534,0.011147361000000001,2.8,19.8,2.648,0.28800000000000003,1
1,55.718999999999994,0.004321374,2.9,19.85,2.676,0.273,1
1,53.799,0.0021660620000000003,2.8,20.0,2.674,0.258,1
1,57.85,0.005180513,2.8,19.9,2.681,0.242,1
1,59.106,0.01494035,3.0,19.6,2.74,0.22699999999999998,1
1,61.935,0.034227261,2.7,19.35,2.762,0.212,1
1,69.304,0.061452479000000004,3.0,19.3,2.7760000000000002,0.19699999999999998,1
1,79.289,0.09829753599999999,3.1,18.85,2.7769999999999997,0.182,1
1,88.876,0.14581771400000001,4.6,18.9,2.773,0.16699999999999998,1
1,92.78299999999999,0.197831693,4.6,21.3,2.59,0.152,1
2,95.363,0.255031163,-6.2,30.7,2.293,0.136,1
4,94.469,0.308350949,-8.0,33.6,2.28,0.121,1
2,87.7,0.35102285299999997,-13.3,30.25,2.339,0.106,1
2,88.51,0.38057300299999997,-16.9,25.75,2.43,0.091,1
2,97.56200000000001,0.40483371700000004,-5.6,18.5,2.6639999999999997,0.076,1
2,97.56200000000001,0.40483371700000004,-5.6,18.5,2.6639999999999997,0.076,1
2,106.601,0.424064525,4.7,14.25,3.032,0.061,1
2,110.258,0.44684771,8.6,14.4,3.0980000000000003,0.045,1
3,112.1,0.473048805,12.1,15.75,3.1510000000000002,0.03,1
4,104.12799999999999,0.501333179,12.5,17.35,3.15,0.015,1
5,84.133,0.5291736029999999,11.7,16.45,3.2310000000000003,1.0,2
6,68.131,0.564547712,7.5,13.35,3.302,0.9,2
6,57.115,0.607133204,4.1,9.75,3.384,0.8,2
6,46.425,0.6716355970000001,0.6,8.1,3.406,0.7,2
6,47.71,0.760271661,-0.6,7.3,3.4589999999999996,0.6,2
6,50.855,0.838219222,-1.0,7.0,3.4939999999999998,0.5,2
6,55.715,0.9124346329999999,-0.9,6.85,3.5869999999999997,0.4,2
8,65.186,0.927626962,-0.5,6.55,3.745,0.3,2
8,79.03,0.906227263,0.3,5.75,3.903,0.2,2
8,90.95299999999999,0.8794972870000001,1.5,5.75,3.908,0.1,2
8,95.63799999999999,0.85691006,-6.1,11.95,3.23,1.0,2
1,74.53399999999999,0.793301354,-19.5,36.35,2.242,0.9440000000000001,1
1,61.681000000000004,0.69609416,-14.7,20.55,2.479,0.907,1
1,56.95,0.662946614,-1.4,12.2,2.9810000000000003,0.889,1
1,58.099,0.652826303,4.9,9.55,3.0989999999999998,0.87,1
1,60.606,0.6535019470000001,5.5,10.35,3.0380000000000003,0.852,1
1,63.963,0.65571455,6.0,11.5,3.029,0.833,1
1,67.625,0.656002321,7.3,11.95,3.0789999999999997,0.815,1
1,73.27199999999999,0.656385719,8.7,11.45,3.138,0.7959999999999999,1
2,76.418,0.6617180579999999,9.4,10.6,3.2960000000000003,0.778,1
2,73.595,0.677150521,10.7,9.75,3.46,0.759,1
2,71.789,0.70457945,11.9,9.15,3.6260000000000003,0.741,1
2,66.26100000000001,0.736316808,11.5,8.95,3.7260000000000004,0.722,1
2,66.62100000000001,0.76604086,9.5,8.45,3.83,0.7040000000000001,1
2,60.802,0.790636962,8.2,7.7,3.8560000000000003,0.685,1
2,58.173,0.807737922,7.7,7.55,3.853,0.667,1
2,60.075,0.8199385690000001,8.4,7.8,3.875,0.648,1
2,64.145,0.8314218170000001,7.6,9.4,3.6919999999999997,0.63,1
2,66.009,0.8408585540000001,4.9,12.15,3.6260000000000003,0.611,1
2,64.883,0.846460825,5.8,12.1,3.605,0.593,1
2,63.606,0.8451600779999999,4.5,11.45,3.543,0.574,1
2,61.526,0.8341026559999999,6.9,8.35,3.551,0.556,1
1,61.163000000000004,0.819083076,6.2,7.0,3.511,0.537,1
1,57.268,0.8022947109999999,5.5,6.25,3.498,0.519,1
1,61.245,0.782185866,4.2,6.7,3.4730000000000003,0.5,1
1,60.758,0.757775491,4.2,7.0,3.4789999999999996,0.48100000000000004,1
1,58.843999999999994,0.7228806109999999,5.0,7.1,3.528,0.46299999999999997,1
1,62.816,0.6865468990000001,6.2,7.1,3.5610000000000004,0.444,1
1,68.881,0.651471852,7.2,7.6,3.6260000000000003,0.426,1
1,75.51,0.6258267129999999,9.0,8.7,3.6519999999999997,0.40700000000000003,1
2,83.396,0.607025878,9.8,10.9,3.594,0.389,1
2,80.594,0.592953572,2.5,17.95,3.367,0.37,1
2,81.89399999999999,0.583198774,2.1,20.25,3.34,0.35200000000000004,1
2,78.444,0.57818061,0.3,20.85,3.315,0.33299999999999996,1
2,64.898,0.577146985,0.2,19.9,3.404,0.315,1
5,59.733999999999995,0.578868329,6.5,16.15,3.5239999999999996,0.29600000000000004,1
5,52.386,0.5814945420000001,9.9,13.85,3.5780000000000003,0.278,1
5,50.751000000000005,0.585573519,11.4,11.7,3.553,0.259,1
5,50.034,0.593175263,10.8,10.5,3.491,0.24100000000000002,1
1,56.46,0.60498163,11.2,9.6,3.425,0.222,1
1,63.25,0.620448385,10.2,10.5,3.326,0.204,1
1,69.671,0.63748973,11.4,11.0,3.358,0.185,1
2,76.313,0.653887558,7.9,13.35,3.218,0.16699999999999998,1
1,79.579,0.6703386410000001,3.7,16.55,3.1439999999999997,0.14800000000000002,1
1,81.01,0.6886867240000001,4.0,17.0,3.17,0.13,1
1,80.243,0.7082508890000001,3.1,15.85,3.208,0.111,1
1,79.301,0.726564216,5.1,13.05,3.25,0.09300000000000001,1
1,82.884,0.74225367,5.9,11.65,3.2880000000000003,0.07400000000000001,1
4,90.179,0.74733411,7.0,10.9,3.4139999999999997,0.055999999999999994,1
4,94.523,0.7379873259999999,7.3,11.15,3.3989999999999996,0.037000000000000005,1
3,101.324,0.7155855520000001,6.0,12.4,3.3739999999999997,0.019,1
3,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,1.0,1
3,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,1.0,1
3,104.803,0.653405491,8.5,11.55,3.4960000000000004,0.98,1
2,104.22399999999999,0.631849462,7.2,13.1,3.429,0.96,1
2,101.678,0.617943435,-2.9,20.35,3.13,0.94,1
2,97.40700000000001,0.609167374,-6.8,24.7,3.0580000000000003,0.92,1
2,92.73299999999999,0.60162548,-7.4,26.3,3.031,0.9,1
2,83.76799999999999,0.5958267770000001,-7.3,24.75,3.03,0.88,1
1,77.536,0.594723946,-3.6,20.0,3.097,0.86,1
1,69.255,0.600864036,3.5,13.55,3.285,0.84,1
1,67.65100000000001,0.6139474770000001,5.3,9.75,3.305,0.82,1
1,61.798,0.6305295710000001,3.3,8.75,3.25,0.8,1
1,65.298,0.644832329,3.6,7.4,3.2430000000000003,0.78,1
1,70.602,0.652149605,1.8,8.2,3.1860000000000004,0.76,1
1,74.65,0.651181062,0.9,8.75,3.1830000000000003,0.74,1
1,82.586,0.643748685,1.9,8.75,3.2230000000000003,0.72,1
1,85.45299999999999,0.631849462,4.4,9.0,3.3280000000000003,0.7,1
2,87.75,0.617210095,3.4,11.9,3.273,0.68,1
2,80.848,0.600864036,2.7,14.35,3.2260000000000004,0.66,1
1,74.017,0.582063363,2.9,14.45,3.227,0.64,1
1,66.265,0.564429327,2.1,13.05,3.214,0.62,1
1,61.466,0.549003262,1.8,11.6,3.159,0.6,1
1,59.273999999999994,0.536937023,0.8,11.8,3.1510000000000002,0.58,1
1,64.14,0.526855987,1.8,11.6,3.1660000000000004,0.56,1
1,68.186,0.519040039,2.0,11.8,3.162,0.54,1
1,67.541,0.513883186,3.0,11.4,3.1310000000000002,0.52,1
2,75.398,0.512684396,3.1,11.35,3.138,0.5,1
2,78.406,0.514149134,4.1,11.15,3.157,0.48,1
2,77.553,0.515211304,5.6,10.8,3.179,0.46,1
2,80.089,0.513883186,6.1,11.45,3.1460000000000004,0.44,1
2,79.586,0.508664363,6.1,12.85,3.113,0.42,1
2,77.446,0.498586209,7.0,13.6,3.1180000000000003,0.4,1
1,73.11,0.48301642,6.1,13.55,3.057,0.38,1
1,70.96600000000001,0.461648568,5.5,12.65,3.025,0.36,1
1,72.51899999999999,0.436480695,4.4,12.4,3.0069999999999997,0.34,1
1,74.218,0.407730728,4.2,12.2,3.028,0.32,1
1,74.141,0.380753771,4.3,12.65,3.0469999999999997,0.3,1
1,73.672,0.356599436,4.2,13.2,3.054,0.28,1
1,71.336,0.338057875,4.4,13.7,3.089,0.26,1
1,74.053,0.326540669,4.2,14.0,3.112,0.24,1
1,77.997,0.323045735,3.9,14.35,3.0860000000000003,0.22,1
1,78.993,0.32694999399999997,4.3,14.35,3.0839999999999996,0.2,1
1,82.324,0.33725954,4.3,14.65,3.049,0.18,1
1,86.72399999999999,0.353531559,4.4,14.5,3.011,0.16,1
2,91.37799999999999,0.372727941,3.9,15.65,2.9560000000000004,0.14,1
2,93.209,0.395675785,-7.1,22.85,2.6919999999999997,0.12,1
2,99.065,0.419790586,-8.9,27.15,2.627,0.1,1
3,100.45700000000001,0.444513206,-6.4,29.0,2.722,0.08,1
3,93.08,0.46612587,-6.3,29.65,2.8569999999999998,0.06,1
2,84.469,0.48129927299999997,-2.8,26.3,3.057,0.04,1
2,78.955,0.484726804,5.8,21.0,3.365,0.02,1
2,74.66,0.474653253,9.0,17.7,3.515,1.0,1
2,74.66,0.474653253,9.0,17.7,3.515,1.0,1
2,72.493,0.45331834,11.2,14.1,3.513,0.982,1
2,71.798,0.421768401,9.8,13.1,3.388,0.9640000000000001,1
2,68.403,0.386677284,7.5,12.85,3.2560000000000002,0.946,1
2,65.671,0.350441857,7.0,12.5,3.145,0.929,1
1,61.233000000000004,0.31764554300000003,7.0,12.4,3.013,0.9109999999999999,1
1,56.06100000000001,0.286680969,4.9,14.35,2.841,0.893,1
1,55.568000000000005,0.260071388,4.7,16.15,2.7760000000000002,0.875,1
1,51.105,0.23678909899999998,4.3,17.75,2.718,0.857,1
1,48.131,0.219584526,2.9,17.65,2.705,0.8390000000000001,1
1,52.326,0.206556044,1.1,16.95,2.708,0.821,1
1,53.823,0.197556213,0.6,16.2,2.762,0.804,1
1,56.018,0.19117145600000002,1.1,15.75,2.8310000000000004,0.7859999999999999,1
1,56.541000000000004,0.183554534,1.0,15.6,2.885,0.768,1
1,54.188,0.173186268,1.1,15.75,2.9530000000000003,0.75,1
1,54.345,0.16016829300000002,1.4,16.2,2.975,0.732,1
1,54.681999999999995,0.145507171,2.1,16.85,2.965,0.7140000000000001,1
1,58.663000000000004,0.13225969,2.6,17.6,2.9539999999999997,0.696,1
1,64.45,0.12515583,3.7,18.15,2.967,0.679,1
1,63.074,0.12515583,4.5,18.25,2.9160000000000004,0.6609999999999999,1
1,62.461000000000006,0.136403448,4.4,18.2,2.883,0.643,1
1,61.968999999999994,0.157456768,4.2,17.8,2.863,0.625,1
1,62.43600000000001,0.18582536,3.7,17.25,2.887,0.607,1
1,74.047,0.21879799800000002,3.9,16.55,2.8930000000000002,0.589,1
1,84.98,0.2509077,4.7,15.75,2.885,0.5710000000000001,1
2,95.575,0.278524965,5.5,15.35,2.8789999999999996,0.5539999999999999,1
2,96.58200000000001,0.294245716,6.5,15.05,2.872,0.536,1
1,89.20100000000001,0.29578694,6.9,15.35,2.841,0.518,1
1,77.631,0.284656283,6.3,15.15,2.845,0.5,1
1,67.782,0.26764098199999997,4.6,15.0,2.8369999999999997,0.48200000000000004,1
1,60.967,0.251881455,3.6,15.2,2.82,0.46399999999999997,1
1,58.641000000000005,0.23929947899999998,3.7,15.85,2.8139999999999996,0.446,1
1,56.283,0.229681842,3.2,16.6,2.835,0.429,1
1,52.97,0.22063101899999998,2.5,16.65,2.8680000000000003,0.41100000000000003,1
1,53.056999999999995,0.21218760399999997,2.2,15.4,2.9330000000000003,0.39299999999999996,1
1,52.373000000000005,0.20709554,2.2,14.0,2.968,0.375,1
1,53.622,0.20682587600000002,3.2,13.2,3.0180000000000002,0.35700000000000004,1
1,56.168,0.209783015,5.0,13.1,3.02,0.33899999999999997,1
1,58.593,0.210586025,5.6,14.2,2.992,0.321,1
1,59.201,0.206556044,6.0,15.8,2.927,0.304,1
1,63.468,0.19451434199999998,5.8,17.2,2.877,0.28600000000000003,1
1,64.17399999999999,0.17868924,5.8,18.0,2.8689999999999998,0.268,1
1,65.156,0.165244326,5.8,18.1,2.889,0.25,1
1,68.686,0.15715444,5.7,17.75,2.9189999999999996,0.23199999999999998,1
1,69.944,0.15986784699999998,5.7,17.05,2.9189999999999996,0.214,1
1,69.911,0.17143390100000003,5.2,16.3,2.908,0.196,1
1,75.08800000000001,0.191730393,4.8,16.4,2.8760000000000003,0.179,1
1,79.094,0.22036963199999998,4.9,16.25,2.888,0.161,1
1,76.407,0.250420002,4.9,15.75,2.8789999999999996,0.14300000000000002,1
1,76.877,0.28284860300000003,4.9,15.25,2.873,0.125,1
1,79.285,0.31323429199999997,5.1,14.75,2.8489999999999998,0.107,1
1,84.41,0.34517761700000005,5.7,15.15,2.8539999999999996,0.08900000000000001,1
2,90.404,0.37857957600000003,-3.7,21.05,2.5810000000000004,0.071,1
2,94.686,0.410608543,-12.8,28.0,2.4419999999999997,0.054000000000000006,1
2,94.686,0.410608543,-12.8,28.0,2.4419999999999997,0.054000000000000006,1
3,93.26799999999999,0.441695136,-12.6,29.9,2.512,0.036000000000000004,1
3,83.245,0.47231754600000003,-14.3,30.15,2.609,0.018000000000000002,1
5,66.187,0.510410948,-12.8,28.0,2.7880000000000003,1.0,2
5,51.12,0.559068334,2.0,20.0,3.32,0.9,2
8,37.073,0.611085733,4.4,16.5,3.715,0.8,2
8,26.393,0.657820456,6.0,10.4,3.97,0.7,2
8,22.444000000000003,0.685920792,4.6,6.4,4.177,0.6,2
6,23.628,0.6923180440000001,5.5,3.25,4.305,0.5,2
6,25.698,0.6823256190000001,4.7,2.95,4.388,0.4,2
6,38.391999999999996,0.66143405,3.7,4.35,4.1930000000000005,0.3,2
6,54.121,0.640580806,0.4,8.7,3.4960000000000004,0.2,2
3,64.146,0.621799224,-18.7,23.45,2.502,0.1,1
2,74.567,0.5374412829999999,-8.1,17.75,2.736,0.8079999999999999,1
2,79.038,0.543695632,5.4,10.2,3.13,0.769,1
2,83.075,0.550228353,2.7,13.35,2.9410000000000003,0.731,1
2,86.756,0.5507174229999999,-12.8,25.1,2.358,0.6920000000000001,1
3,89.346,0.540954809,-18.1,33.55,2.155,0.654,1
3,85.94200000000001,0.5249151479999999,-16.5,39.85,2.099,0.615,1
3,86.52799999999999,0.507180977,-16.5,41.35,2.15,0.5770000000000001,1
3,91.581,0.496098992,-18.6,38.7,2.311,0.5379999999999999,1
3,104.21600000000001,0.495821753,-14.3,33.35,2.7,0.5,1
3,103.14399999999999,0.505556939,-10.7,31.05,2.907,0.462,1
3,99.94,0.526210004,-3.3,28.45,3.141,0.423,1
3,95.45,0.552668216,1.7,24.85,3.388,0.385,1
