"Well.Name","Formation","Depth","GR","ILD_log10","DeltaPHI","PHIND","PE","NM_M","RELPOS","RELPOS_next","Facies.predict","Facies.p1","Facies.p2","Facies.p3","Facies.p4","Facies.p5","Facies.p6","Facies.p7","Facies.p8","Facies.p9"
"STUART","C LM",3018,41.013,0.952,1.5,7.25,3.64,1,0.657,0.00700000000000001,"5",3.79867957790181e-07,5.18665674002304e-05,0.00130760371571777,0.133214155765399,0.729370013480303,0.118010845025275,0.000216299228111269,0.0148834770050174,0.00294535934481756
"STUART","C LM",3018.5,42.547,0.95,1.9,7.15,3.683,1,0.649,0.00800000000000001,"5",3.16680596513962e-07,5.37462360605507e-05,0.00132440354546342,0.168339132636641,0.693679495267846,0.11858073692187,0.000246465161515817,0.0147465735951599,0.00302912995484705
"STUART","C LM",3019,41.192,0.945,2,7,3.644,1,0.642,0.00700000000000001,"5",4.36530968342874e-07,6.0702407087819e-05,0.00116571980566707,0.161508047120195,0.68904521775769,0.130535050506658,0.000257181725005742,0.0147198844027205,0.00270775974400729
"STUART","C LM",3019.5,42.726,0.941,2.3,7.15,3.704,1,0.634,0.00800000000000001,"5",3.6594705076908e-07,6.46722508523082e-05,0.00134065770639912,0.209047593824782,0.641818223330714,0.128804506039407,0.00032133515551355,0.0155468006190195,0.00305584512626197
"STUART","C LM",3020,44.407,0.942,3.4,7,3.695,1,0.627,0.00700000000000001,"5",2.50669001553457e-07,5.98624940847727e-05,0.00105439622722999,0.277474931458201,0.582145744152225,0.12433943986449,0.000329999288282686,0.0123719801192511,0.00222339572723346
"STUART","C LM",3020.5,45.387,0.946,3.8,6.8,3.788,1,0.619,0.00800000000000001,"5",1.86697739884029e-07,5.45370620140182e-05,0.00103431735703262,0.333685149740865,0.532305923442806,0.118349510951187,0.000359774318916909,0.011723334518558,0.00248726591088075
"STUART","C LM",3021,45.052,0.945,2.6,7.5,3.917,1,0.612,0.00700000000000001,"5",2.40171165425587e-07,6.18665103930848e-05,0.00188537787233182,0.354671736935861,0.502073855538007,0.11738472895516,0.000504713549288184,0.0172909598739187,0.00612652059387434
"STUART","C LM",3021.5,46.129,0.935,2.4,7.4,3.948,1,0.604,0.00800000000000001,"5",2.98708984200986e-07,7.43833826834625e-05,0.00216108362473467,0.381609729685854,0.469515222996912,0.120406386520966,0.000609120270788104,0.0187872706221629,0.00683650418691507
"STUART","C LM",3022,47.826,0.925,2.5,7.05,4.016,1,0.597,0.00700000000000001,"5",2.97871559412739e-07,8.07802844447044e-05,0.002230068228591,0.424429822268909,0.429154710871253,0.117629606247849,0.000709786111228454,0.0188336331700747,0.00693129494609048
"STUART","C LM",3022.5,50.054,0.925,2.3,6.75,3.935,1,0.59,0.00700000000000001,"5",4.01197570689711e-07,0.000102997420124315,0.00216976405699371,0.420236593301923,0.431957394550633,0.121331908741794,0.000641012221027695,0.0176725397848875,0.00588738872504607
"STUART","C LM",3023,55.562,0.933,1.8,6.9,3.974,1,0.582,0.00800000000000001,"4",3.47134700494226e-07,0.000121195171006909,0.003032020670194,0.493129652999852,0.374354916532472,0.103456851604077,0.00059716648625487,0.017277156383365,0.00803069301807771
"STUART","C LM",3023.5,63.029,0.947,2,6.8,3.859,1,0.575,0.00700000000000001,"4",2.60361114259541e-07,0.000130600577334234,0.00259663255493376,0.538886083033633,0.343024646475005,0.0935519630000101,0.000528271815254209,0.0139878160353277,0.00729372614738828
"STUART","C LM",3024,75.399,0.966,1.9,6.45,3.681,1,0.567,0.00800000000000001,"4",2.42190577426844e-07,0.000183582966983747,0.00317858299603172,0.503652101670669,0.372030380598667,0.0967853413643887,0.000615992199988814,0.0136072514026834,0.00994652461000974
"STUART","C LM",3024.5,102.116,0.987,0.2,6.9,3.561,1,0.56,0.0069999999999999,"4",2.34497283976497e-07,0.000327446808099511,0.00739730091512536,0.473230702186762,0.364955444436804,0.104558513747303,0.000973236878960142,0.0225098528169682,0.0260472677126938
"STUART","C LM",3025,140.778,0.993,-0.4,7,3.513,1,0.552,0.00800000000000001,"4",9.50969349650992e-08,0.000416931581231878,0.0133980444795982,0.45370686219993,0.294099037274708,0.145387035306108,0.00212298569695152,0.0315313334940344,0.059337674870502
"STUART","C LM",3025.5,183.358,0.981,-0.3,7.35,3.437,1,0.545,0.00700000000000001,"4",2.86351074891248e-08,0.000395669134612453,0.0220441362638796,0.422312183158943,0.212855353777316,0.216386882549828,0.00432134088702871,0.0437255037394315,0.0779589018538527
"STUART","C LM",3026,213.999,0.977,0.2,7.8,3.412,1,0.537,0.00800000000000001,"4",8.27107549988693e-09,0.000240963757553837,0.0199103293063187,0.438583274792588,0.17917647203879,0.255787350623157,0.00521979023411476,0.0384505605257827,0.0626312504506199
"STUART","C LM",3026.5,220.413,1.004,0,8,3.528,1,0.53,0.00700000000000001,"4",4.52167192258327e-09,0.000214084314748984,0.0179441018866717,0.462412305939015,0.162276387804361,0.251855259876348,0.00413736542492469,0.0373175763959815,0.0638429138362765
"STUART","C LM",3027,200.306,1.027,0,8,3.671,1,0.522,0.00800000000000001,"4",5.79925610802388e-09,0.000229697569993568,0.0146654849126043,0.472811286082872,0.166455895296886,0.219083733031551,0.0031812744565064,0.0411514021940576,0.0824212206562726
"STUART","C LM",3027.5,162.149,0.999,-0.2,8.5,3.746,1,0.515,0.00700000000000001,"4",2.71506497448025e-08,0.000335736913311712,0.0139884153535833,0.459823815519086,0.210758750784167,0.172861467090009,0.00315204863389366,0.0499994615537937,0.0890802770015062
"STUART","C LM",3028,121.202,0.95,0.2,9.2,3.892,1,0.507,0.00800000000000001,"4",1.23113366226659e-07,0.000349359045312918,0.00916578475526782,0.524430657974614,0.243556129764319,0.112237281801576,0.00249194277663693,0.0520033706446857,0.0557653501242215
"STUART","C LM",3028.5,92.805,0.916,1.3,9.95,3.924,1,0.5,0.00700000000000001,"4",3.10675724594918e-07,0.000318391552102016,0.00625486362488124,0.634916318409602,0.197574061054397,0.0956386029360961,0.00197380507594369,0.040890735407438,0.0224329112638153
"STUART","C LM",3029,77.758,0.894,1.9,10.65,3.953,1,0.493,0.00700000000000001,"4",5.78572771883835e-07,0.000334716641334855,0.0060317097991708,0.673515333946391,0.1671546863424,0.0981470182734111,0.00206424773974783,0.0379282155476673,0.014823493137105
"STUART","C LM",3029.5,67.623,0.879,2.9,10.85,3.889,1,0.485,0.00800000000000001,"4",8.79652197987648e-07,0.00035688974747812,0.00513019036004295,0.684327041209632,0.156374499311657,0.10748408720045,0.00268441469947005,0.032840790713349,0.0108012071057235
"STUART","C LM",3030,62.376,0.873,2.5,11.45,3.799,1,0.478,0.00700000000000001,"4",1.85905863906711e-06,0.000549765008484091,0.00691786604416093,0.659255023425669,0.157605908370172,0.122760115661051,0.00313710024090969,0.0366856499947677,0.0130867121961464
"STUART","C LM",3030.5,59.463,0.873,2.1,11.25,3.773,1,0.47,0.00800000000000001,"4",3.01563617136552e-06,0.00069745581672039,0.0076309791490457,0.62978260682941,0.167589264425014,0.136954653947915,0.00313854982509223,0.0382971397137772,0.0159063346568544
"STUART","C LM",3031,55.211,0.872,2.7,10.45,3.784,1,0.463,0.00699999999999995,"4",3.16692816355499e-06,0.000628093763001152,0.00579462786268412,0.630114414097454,0.170771798623333,0.143701018824078,0.00319871329183504,0.0320140536492408,0.0137741129602098
"STUART","C LM",3031.5,51.727,0.866,2.3,10.35,3.787,1,0.455,0.00800000000000001,"4",5.70524358057283e-06,0.000793282273817515,0.00631166048483472,0.592158041265289,0.172810756472863,0.168646797751944,0.00374432726834727,0.0385570525339924,0.0169723767053304
"STUART","C LM",3032,52.38,0.858,2.1,10.75,3.776,1,0.448,0.00700000000000001,"4",7.34008320488428e-06,0.000953733103022352,0.00755211475616486,0.579074585464472,0.168589205666416,0.175117244543491,0.00433175641326227,0.0446552554176659,0.0197187645523017
"STUART","C LM",3032.5,53.122,0.851,2.5,11.05,3.724,1,0.44,0.00800000000000001,"4",7.2981036372801e-06,0.000990184972154654,0.00728769542660083,0.587009682895392,0.165517707800419,0.173601317696716,0.00473702302724385,0.0432779501543931,0.017571139923442
"STUART","C LM",3033,51.245,0.844,2.7,11.25,3.697,1,0.433,0.00700000000000001,"4",9.02451953473372e-06,0.00105488552606705,0.00688720212142068,0.581315744350138,0.159754926333848,0.183529613937772,0.00545358044565226,0.0449939986365235,0.0170010241290437
"STUART","C LM",3033.5,52.208,0.836,1.5,11.75,3.653,1,0.425,0.00800000000000001,"4",2.0379099471171e-05,0.00184153283566175,0.0115476260005514,0.512880370619043,0.162612767834565,0.212422827457115,0.00656143685628572,0.0665545245275318,0.0255585347697748
"STUART","C LM",3034,54.95,0.826,1.3,12.05,3.647,1,0.418,0.00700000000000001,"4",2.36924353674282e-05,0.00232958003575843,0.0152005596888009,0.485275348575147,0.172561885295125,0.208588649252736,0.00778926190375496,0.0797915043403077,0.0284395184730029
"STUART","C LM",3034.5,54.436,0.817,2,12,3.65,1,0.41,0.00800000000000001,"4",2.03591167645543e-05,0.00191733868339688,0.0114237487247872,0.517363547796137,0.155579441695759,0.212062775811909,0.00801556463939484,0.069319458404144,0.024297765127708
"STUART","C LM",3035,54.811,0.81,1.8,12.1,3.678,1,0.403,0.00699999999999995,"4",2.50976451130165e-05,0.0022163292423858,0.0128827345740737,0.499191489249401,0.155577168451451,0.21424235004322,0.00905215968847496,0.0792063740282723,0.0276062970776076
"STUART","C LM",3035.5,55.603,0.801,1.6,12.2,3.644,1,0.396,0.00700000000000001,"4",3.3736158055386e-05,0.0027860793234489,0.014960071654405,0.464723508330108,0.161424743657936,0.225810061723331,0.0105120665559797,0.0913960211007491,0.0283537114959871
"STUART","C LM",3036,54.289,0.785,1.3,12.75,3.656,1,0.388,0.00800000000000001,"4",4.68977962311398e-05,0.00360721061900932,0.0180100638854036,0.424573707122784,0.162359791442163,0.240356449445276,0.0127929779992599,0.105542403309149,0.0327104983807245
"STUART","C LM",3036.5,52.38,0.768,2,13,3.598,1,0.381,0.00700000000000001,"4",5.13391494899909e-05,0.0034186504760365,0.0140068555142031,0.439569048137336,0.14489462458158,0.258970684041459,0.0154350389977827,0.0971288458382115,0.0265249132639016
"STUART","C LM",3037,53.645,0.758,2,13.7,3.582,1,0.373,0.00800000000000001,"4",5.63727372586419e-05,0.00405812680632746,0.0175878571396282,0.432207482081495,0.151244359895241,0.242591109347766,0.0188284348399054,0.1043819294946,0.0290443276577789
"STUART","C LM",3037.5,53.93,0.757,2.1,13.75,3.581,1,0.366,0.00700000000000001,"4",5.72559536846727e-05,0.00406679542334321,0.0172966052913543,0.434749075337012,0.149456323567389,0.240314186995114,0.0193410072019344,0.104166983649547,0.030551766580622
"STUART","C LM",3038,56.072,0.755,2.9,13.75,3.645,1,0.358,0.00800000000000001,"4",3.4920376246432e-05,0.00287325246782046,0.0134120965547373,0.495059480196681,0.133894766412397,0.205630722698185,0.0203068640628077,0.0951455444560316,0.0336423527750938
"STUART","C LM",3038.5,59.017,0.75,4,13.7,3.694,1,0.351,0.00700000000000001,"4",2.0061298442077e-05,0.00170123503649969,0.00840400358994447,0.57755837310756,0.10892362861923,0.169138927257053,0.0218148486754124,0.0846986713747296,0.0277402510411292
"STUART","C LM",3039,62.144,0.742,4.4,14.1,3.65,1,0.343,0.00799999999999995,"4",1.88126158863507e-05,0.00163338248173524,0.00868246330504821,0.587294536267624,0.105989774014982,0.154481451680992,0.0268305486181883,0.0906875225604227,0.0243815084551215
"STUART","C LM",3039.5,64.814,0.73,4.8,14.2,3.66,1,0.336,0.00700000000000001,"4",1.62446639912545e-05,0.0014203468740967,0.00802344150255744,0.602205609248331,0.0999385569759363,0.141074583658644,0.0306874191569747,0.0939166662403396,0.0227171316791286
"STUART","C LM",3040,66.705,0.714,5.6,14.6,3.689,1,0.328,0.00800000000000001,"4",1.1592656636651e-05,0.00107189720726234,0.00652483804841586,0.64131287553259,0.0857814637391443,0.116963839345705,0.0357847450754021,0.0915490841739525,0.0209996642208911
"STUART","C LM",3040.5,67.568,0.695,6.5,15.45,3.674,1,0.321,0.00700000000000001,"4",7.82095999669511e-06,0.000990064533461046,0.00628271368410225,0.647988497063775,0.0784252840859994,0.0972615568789802,0.0513985157770879,0.0975823252233884,0.0200632217932091
"STUART","C LM",3041,67.683,0.676,6.7,15.65,3.603,1,0.313,0.00800000000000001,"4",9.57494521526976e-06,0.00103692865705289,0.00697261484325065,0.643147842771006,0.0775330530987635,0.0965932011027039,0.0592739988620641,0.0974512152549438,0.0179815704649997
"STUART","C LM",3041.5,67.683,0.662,6,15.4,3.562,1,0.306,0.00700000000000001,"4",1.8091325594139e-05,0.00134351318550588,0.00892323522605406,0.616373045942592,0.0888017924455753,0.109863737994981,0.0579496800128752,0.0974506929316103,0.0192762109352121
"STUART","C LM",3042,67.683,0.666,5.7,15.25,3.57,1,0.299,0.00700000000000001,"4",2.09617261222367e-05,0.00151300615386281,0.00963106832689201,0.596379160875916,0.0937733660378619,0.11771711990768,0.0546498493284631,0.103907765400775,0.022407702242427
"STUART","C LM",3042.5,67.683,0.701,6,15.2,3.603,1,0.291,0.00800000000000001,"4",1.54931970825463e-05,0.00120622611046005,0.00691679852098883,0.625385465479932,0.0849564454087041,0.114597734291274,0.0431016778477807,0.0978982091652716,0.0259219499785061
"STUART","C LM",3043,67.683,0.778,5.1,15.65,3.537,1,0.284,0.00700000000000001,"4",1.6809545443717e-05,0.00184288147018387,0.00921800984489743,0.587567440268967,0.109402924002748,0.130741494495444,0.0285673849866317,0.0989578979415853,0.0336851574440993
"STUART","C LM",3043.5,67.683,0.882,4.9,15.75,3.547,1,0.276,0.00799999999999995,"4",6.69754210246622e-06,0.00143427855195329,0.00813884482730684,0.634901725247197,0.122172376706261,0.120726160798137,0.00998898335268067,0.063384800948105,0.0392461320262562
"STUART","C LM",3044,67.683,0.973,4.4,15.8,3.533,1,0.269,0.00700000000000001,"4",3.29247899593731e-06,0.00111413354762168,0.00797105589769612,0.658587508420286,0.145877746588893,0.0918497489741546,0.00424742104532586,0.0434334313900424,0.046915661656984
"STUART","C LM",3044.5,67.683,1.017,3.5,16.25,3.495,1,0.261,0.00800000000000001,"4",3.42791769665051e-06,0.00150159686346499,0.0112678720810295,0.615093029969227,0.174195172265933,0.0843762127984381,0.00324193458267396,0.0468510834127512,0.0634696701087858
"CRAWFORD","A1 LM",2972.5,49.675,0.845,3.905,11.175,3.265,1,1,0,"5",7.95537644372089e-08,3.70902823013481e-05,0.00546122715510359,0.0329092080680771,0.855040054654834,0.0731070686386297,0.0007249426427392,0.0326725607603196,4.77682442313226e-05
"CRAWFORD","A1 LM",2973,34.435,0.879,3.085,8.175,3.831,1,0.991,0.00900000000000001,"5",2.41092764547689e-08,6.2525533160983e-06,0.00221937232269277,0.00338818405005787,0.680277958630339,0.162086195033126,0.000227665540425907,0.151367867097511,0.000426480663255809
"CRAWFORD","A1 LM",2973.5,26.178,0.92,2.615,4.945,4.306,1,0.981,0.01,"5",1.24259588417282e-08,2.44051958713517e-06,0.00142129195911023,0.000770780186556357,0.541315206835312,0.207871507217703,9.80382364435655e-05,0.247185515124493,0.00133520749483621
"CRAWFORD","A1 LM",2974,19.463,0.967,0.82,3.82,4.578,1,0.972,0.00900000000000001,"8",1.2141161508574e-08,9.53503980643688e-07,0.000962387307945703,0.000223114948292806,0.327173183966813,0.212759092725372,4.86676489819486e-05,0.451399501819777,0.00743308593767467
"CRAWFORD","A1 LM",2974.5,19.26,0.995,0.32,3.63,4.643,1,0.962,0.01,"8",1.20546809461591e-08,8.88365230652382e-07,0.000926100040264279,0.000219261705416776,0.286008190127165,0.209454476357669,3.54308045308398e-05,0.487451806463437,0.0159038340816053
"CRAWFORD","A1 LM",2975,19.985,1.008,0.06,4.32,4.614,1,0.953,0.00900000000000001,"8",1.20260024203997e-08,8.13739740984395e-07,0.000922512404092037,0.000249418964382516,0.273819710447794,0.200915997868725,3.39217036107816e-05,0.500683557152714,0.0233740556929372
"CRAWFORD","A1 LM",2975.5,22.298,1.002,-0.01,5.5,4.491,1,0.943,0.01,"8",1.57316844403475e-08,9.30005385458936e-07,0.00105275692978895,0.000403440912749146,0.326388088706165,0.200515904700664,4.74468461394341e-05,0.450531352411457,0.0210600637559669
"CRAWFORD","A1 LM",2976,24.611,0.956,0.05,6.87,4.369,1,0.934,0.0089999999999999,"8",2.20965782022043e-08,1.22105626872618e-06,0.00132867748858843,0.000529989516014945,0.349111363494067,0.195412560921109,9.26485988570267e-05,0.442208702552859,0.0113148142756583
"CRAWFORD","A1 LM",2976.5,24.677,0.824,0.31,6.94,4.047,1,0.915,0.019,"5",1.45206521424443e-07,4.88189222192151e-06,0.00107008089006414,0.000842398025031742,0.468346319316278,0.211197838553255,0.000443216420442246,0.316817156307848,0.00127796338833666
"CRAWFORD","A1 LM",2977,24.946,0.667,0.965,5.915,3.893,1,0.906,0.00900000000000001,"5",2.49617458763332e-06,3.6287976834109e-05,0.00115642311813489,0.00138217682610701,0.580388087540701,0.168041778278091,0.00577828648113052,0.243107894141936,0.00010656946247778
"CRAWFORD","A1 LM",2977.5,29.31,0.559,2.11,6.15,3.52,1,0.896,0.01,"5",4.56274199250513e-05,0.000157870018661105,0.000645672952396965,0.00486415303204929,0.768237491584273,0.0879363293091934,0.0615597609082744,0.0765413163890875,1.17783861389799e-05
"CRAWFORD","A1 LM",2978,37.322,0.522,3.375,8.445,3.125,1,0.887,0.00900000000000001,"5",0.000150777262528324,0.000372759995107071,0.000931082343444992,0.0232805318859931,0.735437114247681,0.0377822220505656,0.179232629012884,0.0228096154909292,3.26771086704058e-06
"CRAWFORD","A1 LM",2978.5,42.142,0.51,3.985,10.785,2.843,1,0.877,0.01,"5",0.000232570290032451,0.000468895288496799,0.00130449364436289,0.0498725149391301,0.622997799700676,0.0179881691584257,0.297174330713999,0.00995942641071073,1.79985416620692e-06
"CRAWFORD","A1 LM",2979,52.434,0.492,4.42,13.15,2.674,1,0.868,0.00900000000000001,"5",0.000114369531390665,0.000486320739255609,0.00221234200047534,0.127134933921237,0.461858154781575,0.0103596888590992,0.392704420919525,0.00512822413078563,1.54511665692317e-06
"CRAWFORD","A1 LM",2979.5,63.181,0.473,5.18,14.13,2.644,1,0.858,0.01,"5",2.90954309255158e-05,0.000440956096418066,0.00362638236995625,0.230986008099903,0.377857041019676,0.00837553580027022,0.374845307761884,0.00383813510292782,1.53831803997498e-06
"CRAWFORD","A1 LM",2980,69.405,0.465,5.52,14.56,2.663,1,0.849,0.00900000000000001,"7",1.44402234717782e-05,0.000427120258296944,0.00497258604698973,0.272799817427458,0.319145890483265,0.00893586124378493,0.389779041660593,0.0039235275134568,1.71514268303797e-06
"CRAWFORD","A1 LM",2980.5,77.785,0.475,5.82,14.94,2.68,1,0.84,0.00900000000000001,"7",8.15434747169817e-06,0.000562134225710075,0.00827265252222629,0.324693086684696,0.287708795513576,0.0128821174587397,0.36071429554321,0.00515647973128739,2.28397308256153e-06
"CRAWFORD","A1 LM",2981,83.577,0.469,5.965,15.395,2.666,1,0.83,0.01,"7",6.39259068631651e-06,0.000617165089097481,0.0106094320065943,0.347241625579746,0.252103918930662,0.0141238950005768,0.369900642514819,0.00539445930739088,2.46898042627551e-06
"CRAWFORD","A1 LM",2981.5,84.058,0.513,6.025,15.855,2.622,1,0.821,0.00900000000000001,"4",6.54530530488292e-06,0.000803943997101682,0.0133723682528382,0.397957948396757,0.256333531895312,0.0198042010113449,0.304889706554207,0.00682785636023156,3.89822690304928e-06
"CRAWFORD","A1 LM",2982,81.82,0.544,5.95,16.05,2.609,1,0.811,0.0099999999999999,"4",7.63724434484796e-06,0.000911018705995839,0.0137032907389254,0.4313710029682,0.261328671364985,0.024722587594852,0.260181587094666,0.00776880692233977,5.39736569134072e-06
"CRAWFORD","A1 LM",2982.5,80.257,0.563,5.74,16.1,2.626,1,0.802,0.00900000000000001,"4",8.5672985918994e-06,0.000980446142042558,0.0136158358579681,0.46042170423944,0.263109098863623,0.0295763590420272,0.223453406012638,0.0088274806874003,7.1018562679768e-06
"CRAWFORD","A1 LM",2983,79.833,0.579,5.135,15.715,2.662,1,0.792,0.01,"4",1.13595614747966e-05,0.00120697402203563,0.0138803828734696,0.493850859701885,0.266900835832627,0.0385964788638854,0.174701023869476,0.0108421602807223,9.92499442489328e-06
"CRAWFORD","A1 LM",2983.5,80.323,0.583,4.565,15.275,2.693,1,0.783,0.00900000000000001,"4",1.45910800086436e-05,0.00146476761301151,0.013850241325167,0.512750487402081,0.260480403910096,0.0459420022961307,0.152994853658313,0.0124905821477265,1.20705674660804e-05
"CRAWFORD","A1 LM",2984,84.704,0.59,4.365,15.165,2.711,1,0.774,0.00900000000000001,"4",1.40312410868936e-05,0.00183549940499086,0.0180502644707748,0.517481949970506,0.247336572891882,0.0533931139326443,0.146629558272941,0.0152429793421506,1.60304730233275e-05
"CRAWFORD","A1 LM",2984.5,96.674,0.596,4.725,15.565,2.744,1,0.764,0.01,"4",7.59916345163842e-06,0.00190193294952945,0.0294838103020856,0.504899677206486,0.208041694347136,0.0586053753702061,0.173253436872534,0.0237804397437055,2.60340448655233e-05
"CRAWFORD","A1 LM",2985,112.662,0.609,4.88,15.71,2.824,1,0.755,0.00900000000000001,"4",3.54672351989213e-06,0.00172879968399021,0.043729674143936,0.503113503981647,0.179265623641287,0.069181375764288,0.163414292379273,0.0395123275861615,5.08560958978891e-05
"CRAWFORD","A1 LM",2985.5,131.484,0.634,5.11,15.6,2.935,1,0.745,0.01,"4",1.39970063444243e-06,0.00119999918182953,0.0424709049047189,0.538568342696597,0.156995904253436,0.0885307533496557,0.117538398435515,0.0546018554866273,9.24419909861823e-05
"CRAWFORD","A1 LM",2986,138.169,0.659,5.33,15.1,3,1,0.736,0.00900000000000001,"4",7.59047318562034e-07,0.00087194363633685,0.033196969065264,0.575943134951759,0.152570004142761,0.0999620396079192,0.0813163182451789,0.056011249761406,0.000127581542056916
"CRAWFORD","A1 LM",2986.5,135.045,0.682,5.1,14.46,3.048,1,0.726,0.01,"4",7.82106045679262e-07,0.000746200427147539,0.0252582741455012,0.574410841003394,0.156938828312572,0.120891167473083,0.0626116290949311,0.0589586322479397,0.000183645189386006
"CRAWFORD","A1 LM",2987,117.726,0.707,4.415,13.315,3.097,1,0.717,0.00900000000000001,"4",1.56250055525963e-06,0.000808924474625731,0.0179937166703767,0.55789305145978,0.182626406440441,0.133982688061904,0.0486297726794439,0.0578370814448678,0.000226796268006249
"CRAWFORD","A1 LM",2987.5,98.382,0.729,3.395,11.695,3.193,1,0.708,0.00900000000000001,"4",3.33403351800727e-06,0.000865060921753002,0.0143335772339065,0.499853883598734,0.263830186268749,0.142133102528922,0.0222576136366425,0.0564255361414905,0.000297705636284759
"CRAWFORD","A1 LM",2988,91.348,0.771,3.235,10.985,3.308,1,0.698,0.01,"4",2.49790166405663e-06,0.000597613809348135,0.0104764584335583,0.474626360379599,0.294832842906929,0.152318366019688,0.0116876728478504,0.0550025385770292,0.000455649124334763
"CRAWFORD","A1 LM",2988.5,87.05,0.831,3.21,10.64,3.493,1,0.689,0.00900000000000001,"4",1.01846848403873e-06,0.000303709565503107,0.00680199614723786,0.459615111665876,0.303599409565834,0.166772327581043,0.00549702766650409,0.0565203991401776,0.000889000199339701
"CRAWFORD","A1 LM",2989,82.98,0.928,2.835,10.115,3.526,1,0.679,0.0099999999999999,"4",3.98546267406058e-07,0.000142465309812929,0.0038699549355024,0.450208010706371,0.306189741255159,0.194119092604627,0.00158614451653897,0.0417660618564569,0.00211813026926451
"CRAWFORD","A1 LM",2989.5,67.264,1.019,0.475,8.435,3.217,1,0.67,0.00900000000000001,"5",4.25027612511257e-06,0.000200681728617982,0.00328363622033378,0.188058861840796,0.482185714032259,0.270691119955925,0.00045383432170728,0.0487951966919042,0.00632670493233176
"CRAWFORD","A1 LM",2990,57.069,1.047,-2.385,7.115,3.157,1,0.66,0.01,"5",4.05244303895211e-05,0.000361026898537358,0.00412259986451766,0.0716903294318727,0.448386300708511,0.369798655320917,0.000218939671682872,0.0919064868005976,0.0134751368729739
"CRAWFORD","A1 LM",2990.5,46.874,1.066,-3.97,6.6,3.159,1,0.651,0.00900000000000001,"6",0.000202365534974896,0.000465857451496833,0.00442745744282683,0.0363425819835307,0.367284641926452,0.431951888731372,0.000150867138626387,0.13669184989025,0.0224824899004695
"CRAWFORD","A1 LM",2991,39.325,1.06,-3.69,7.15,3.224,1,0.642,0.00900000000000001,"6",0.000215742165576783,0.000330191227156866,0.00321583358004386,0.0311352220143017,0.327778447676948,0.449591930800222,0.000162812838209834,0.162801988950962,0.0247678307465794
"CRAWFORD","A1 LM",2991.5,43.946,1.042,-2.73,7.29,3.272,1,0.632,0.01,"6",9.97931705341384e-05,0.00029199114414451,0.00294510358700879,0.0478728445210497,0.337927850762068,0.451571440227046,0.000204577647759935,0.138416680924599,0.0206697180157903
"CRAWFORD","A1 LM",2992,51.73,1.005,-0.9,7.98,3.29,1,0.623,0.00900000000000001,"6",3.47173568747463e-05,0.000294642965443936,0.00280123800886668,0.105174987423081,0.372582437705207,0.410984790634356,0.000425227956537628,0.0963720189747279,0.0113299389749045
"CRAWFORD","A1 LM",2992.5,58.374,0.956,1.46,9.41,3.277,1,0.613,0.01,"5",1.07258871052913e-05,0.000286911581717195,0.00272509692927946,0.253924267566536,0.356650627127192,0.323357932633166,0.00119061861952547,0.0572442230112145,0.00460959664426357
"CRAWFORD","A1 LM",2993,67.754,0.904,3.985,11.545,3.296,1,0.604,0.00900000000000001,"4",2.78866476714126e-06,0.000269436982229061,0.00385889483892302,0.445777482478638,0.255087740155873,0.247045336058853,0.00349672369151106,0.0420846975101729,0.00237689961903281
"CRAWFORD","A1 LM",2993.5,71.206,0.874,5.045,12.915,3.328,1,0.594,0.01,"4",1.84625889766691e-06,0.000317012940163227,0.00403252945412157,0.544366049052694,0.195435406320051,0.210431218963049,0.00599138367257194,0.0377902891335276,0.0016342642049243
"CRAWFORD","A1 LM",2994,69.188,0.852,4.86,12.85,3.33,1,0.585,0.00900000000000001,"4",3.36030932339845e-06,0.000421566607966573,0.00464741367517806,0.526401871078081,0.190044165161437,0.224615216417536,0.00790280486767841,0.0443492852429567,0.00161431663984228
"CRAWFORD","A1 LM",2994.5,58.452,0.841,3.455,11.265,3.332,1,0.575,0.01,"4",1.57526159326944e-05,0.000574008161682239,0.00415427172285362,0.410686097457776,0.197224490411952,0.313673134726979,0.00706276175160486,0.0649674068508772,0.0016420763003419
"CRAWFORD","A1 LM",2995,38.715,0.816,2.185,9.855,3.365,1,0.566,0.00900000000000001,"6",0.000114986314033712,0.000743989354992783,0.00185349646335524,0.219082109622969,0.181782433745525,0.50143188385495,0.00617841564842658,0.087772173213287,0.00104051178245991
"CRAWFORD","A1 LM",2995.5,30.541,0.801,0.96,8.76,3.476,1,0.557,0.0089999999999999,"6",0.000194261062389506,0.000520995719538385,0.0011325889296025,0.0910956481150932,0.166780210711291,0.613906326812786,0.00512286002632703,0.119889869271288,0.00135723935168303
"CRAWFORD","A1 LM",2996,21.684,0.792,-0.04,8.28,3.774,1,0.547,0.01,"6",8.43012867583321e-05,0.000138808081509676,0.000678102611194541,0.0183346301560889,0.107702531703859,0.64688906585573,0.00437312026046923,0.217428307949553,0.00437113209483819
"CRAWFORD","A1 LM",2996.5,21.252,0.793,-0.505,9.225,4.041,1,0.538,0.00900000000000001,"6",1.93980529953162e-05,6.98143784869155e-05,0.000947757853347828,0.00995504664123948,0.0777474780316899,0.606010957665157,0.00469563576603554,0.287863442571474,0.0126904690395738
"CRAWFORD","A1 LM",2997,23.117,0.793,-0.555,9.895,4.292,1,0.528,0.01,"6",6.87107174563447e-06,6.09398314072974e-05,0.00143261501601356,0.0071812996209596,0.0661873943956899,0.570248672303191,0.00487432162827739,0.322410940869264,0.0275969452634519
